obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,_Vc,Edyn,Hr,Hs,dHs/dt,_Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,_Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,_CO2,CO2_s_d,CO2_r_d,_H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,_CO2:MN,_CO2:SLP,_CO2:SD,_CO2:OK,F:MN,F:SLP,F:SD,F:OK,_H2O:MN,_H2O:SLP,_H2O:SD,_H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
87,1784743365,11920.4,20260722 13:02:45,13:02:45,15,1784743357,0.001357242,1.357242067,0.000116388,503.1714194,477.7629391,48.33869794,50.90945584,0.042211493,2.948263378,0.041878597,0.026203813,266.147642,36.05718388,34.65809677,5.542303984,42.68827419,2.391825155,5.603002698,3.150478829,-59.85437514,31.20894296,2.466293547,239.9685034,-5.360175661,1.321986516,0.000116388,496.3285465,506.4106727,-1.48021963,66.76288029,1.357242067,21.46010923,23.60391758,-0.011077671,78.43,0,0,1,0,52079.92503,1499.998065,1273.857416,0.849239373,0.17743199,6,0.5,0: Broadleaf,2,TRUE,1784743357,503.1714194,495.8902903,23.63997097,21.63826129,548.733129,28.16193871,386.8897097,101.0771613,0.099999977,34.85444516,34.65809677,999.9,0,0,9999.358387,0,12.00450645,7.281046645,515.3543226,506.8600968,2.001712581,495.8902903,21.63826129,2.389459355,2.187133226,20.29252581,18.86801935,1499.998065,0.692020129,0.307979871,0,2.763554839,0,20407.29677,13609.63871,47.375,48.97154839,48.304,47.308,47.06606452,1038.03,461.9680645,0,1784743318,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,0.612241122,148.4844281,16.43524237,0,2.751432353,0.128313217,0.275530631,1,1.947631463,1.425667735,0.15652237,0,1,3,1/3,2.96643,2.76462,0.122038,0.110946,0.128916,0.106888,27143,18129.5,31693.1,22214.5,37172.2,26955.4,45513.2,32481.5,1.67682,2.65807,0.133671,0,32.49,999.9,58.3,35.1,32.7596,61.767,-100,3,0.321423,0,20.3082,5.21669,12.033,4.9597,3.301,7702.5,9999,9999,127.1,4.973,1.87531,1.88156,1.8811,1.87874,1.8744,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-45.272,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,23.2,23.2,0.155029,4.99878,2.89795,2.89673,2.99805,2.26807,36.8366,14.421,2,412.666,1375.99,33.4258,31.6294,30,31.3667,31.2298,-1,40,10,-999.9,400,20,99.5913,85.3457
88,1784743485,12040.5,20260722 13:04:45,13:04:45,15,1784743477,0.001273749,1.273748949,1.974284687,470.9562258,368.2726444,37.26112778,47.65045782,0.039339259,2.948065306,0.039049938,0.024432028,266.149373,36.10730916,34.69380323,5.553299482,42.45362606,2.38245125,5.611891071,3.170848232,-56.17232864,30.07686187,2.377735325,242.4316416,-0.536748388,1.227221603,1.974284687,478.0183713,478.9636727,-0.598566315,66.76288029,1.273748949,21.64579342,23.57596242,-0.000616205,78.43,0,0,1,0,52069.48735,1499.994516,1273.855626,0.849240189,0.177433564,6,0.5,0: Broadleaf,2,TRUE,1784743477,470.9562258,471.0200323,23.54710323,21.69212581,515.5602581,28.06907742,387.6028065,101.078129,0.099974594,34.88304194,34.69380323,999.9,0,0,9998.137419,0,11.82424516,-0.063886129,482.3132903,481.4643871,1.854973548,471.0200323,21.69212581,2.380097097,2.192599677,20.22897097,18.90826129,1499.994516,0.691994161,0.308005871,0,2.742125806,0,20110.46129,13609.49355,47.5,49.19512903,48.437,47.504,47.20325806,1037.986774,462.0077419,0,1784743438,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,-3.007552927,59.67269534,6.647639302,0,2.760429412,-0.140525583,0.252996191,1,1.778316098,1.620979652,0.168211767,0,1,3,1/3,2.96687,2.76466,0.117626,0.10959,0.128857,0.107712,27278.9,18151.6,31692.4,22207.6,37174,26921,45512.5,32470.1,1.67747,2.654,0.13335,0,32.534,999.9,58.3,35.1,32.7575,61.8052,-100,3,0.321641,0,20.3082,5.21699,12.0323,4.9598,3.301,7702.5,9999,9999,127.1,4.97294,1.87531,1.88156,1.88109,1.87871,1.8744,1.87453,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-44.498,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,25.2,25.2,0.155029,4.99878,2.89795,2.89673,2.99805,2.29736,36.8604,14.421,2,412.901,1369.4,33.4564,31.6183,30.0002,31.3448,31.2052,-1,40,10,-999.9,400,20,99.5894,85.3172
89,1784743605,12160.5,20260722 13:06:45,13:06:45,15,1784743597,0.001377167,1.37716697,1.341671064,445.884871,373.2222646,37.76114163,45.11285462,0.042248429,2.948842056,0.041915017,0.026226622,266.1486977,36.14321622,34.75779032,5.573051209,42.25254787,2.37943893,5.631468514,3.19361228,-60.73306336,29.90375671,2.364888937,237.68428,-6.399332922,1.496642982,1.341671064,444.6319358,448.5861636,-0.894406704,66.76288029,1.37716697,21.1980115,23.38948242,-0.013912329,78.43,0,0,1,0,52080.85534,1499.986774,1273.849413,0.84924043,0.17743403,6,0.5,0: Broadleaf,2,TRUE,1784743597,445.884871,437.0182258,23.51781613,21.25715484,489.7286774,28.03978387,387.8808065,101.0760323,0.099983261,34.94589032,34.75779032,999.9,0,0,10002.75806,0,11.86637419,8.866621029,456.6242258,446.5098065,2.260658387,437.0182258,21.25715484,2.377089032,2.148591613,20.20845161,18.58403871,1499.986774,0.691986258,0.308013742,0,2.767141935,0,19853.19032,13609.39677,47.56606452,49.312,48.516,47.681,47.312,1037.969355,462.0174194,0,1784743558,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,10.26113297,-49.51185832,5.461074683,0,2.769202941,-0.557669981,0.25589558,1,2.275566098,-0.483412265,0.061824684,0,1,3,1/3,2.96708,2.7647,0.112436,0.104976,0.128243,0.106197,27437.8,18251.1,31690.6,22214.3,37197.8,26975.9,45509.4,32481.3,1.67822,2.65348,0.131708,0,32.6308,999.9,57.5,35,32.131,61.8952,-100,3,0.323605,0,20.3083,5.21639,12.0324,4.9598,3.301,7702.5,9999,9999,127.2,4.97298,1.87531,1.88156,1.88107,1.87872,1.87439,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-43.599,-4.5219,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,27.2,27.2,0.155029,4.99878,2.89795,2.89673,2.99805,2.28149,36.8366,14.3947,2,413.316,1368.46,33.5122,31.6349,30.0002,31.3443,31.1999,-1,40,10,-999.9,400,20,99.583,85.3451
90,1784743725,12280.5,20260722 13:08:45,13:08:45,15,1784743717,0.001335892,1.335891939,1.209768109,482.5885484,412.1166513,41.69674626,48.82688479,0.041308432,2.947149238,0.040989449,0.025646859,266.1481899,36.21893595,34.83483871,5.596915747,43.00086452,2.43024985,5.651630209,3.166665897,-58.91283449,27.89691846,2.208971738,237.3412456,3.167726011,1.309738217,1.209768109,495.1913475,495.1463818,-0.275173442,66.76288029,1.335891939,22.02721935,24.03912848,0.000637368,78.43,0,0,1,0,52021.95017,1499.989677,1273.851348,0.849240076,0.177433348,6,0.5,0: Broadleaf,2,TRUE,1784743717,482.5885484,488.4669677,24.01977419,22.04222903,527.5408065,28.54176129,387.838,101.0770323,0.100015874,35.01041613,34.83483871,999.9,0,0,9993.042903,0,11.47394194,-5.878397194,494.4654516,499.4764194,1.977551935,488.4669677,22.04222903,2.42784871,2.227963871,20.55072903,19.16480968,1499.989677,0.69199629,0.30800371,0,2.730603226,0,19520.01935,13609.46129,47.687,49.46951613,48.625,47.806,47.419,1037.989032,462.0006452,0,1784743678,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,-8.483800805,38.96427286,5.960222323,0,2.6935,0.950160427,0.245746662,1,1.955520488,0.388475331,0.049254855,0,1,3,1/3,2.96713,2.76455,0.120381,0.113806,0.130309,0.109096,27188.5,18054.1,31686.6,22193.6,37104.1,26860.9,45503,32447.9,1.6776,2.65495,0.131816,0,32.7005,999.9,59.1,35,33.0245,61.8352,-100,3,0.327218,0,20.3081,5.21654,12.0327,4.9597,3.301,7702.5,9999,9999,127.2,4.97301,1.87531,1.88156,1.88108,1.87877,1.87443,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-44.98,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,29.2,29.2,0.155029,4.99878,2.89795,2.89673,2.99805,2.30347,36.8366,14.3947,2,413.116,1371.12,33.5604,31.6711,30.0002,31.3699,31.2189,-1,40,10,-999.9,400,20,99.5696,85.2607
91,1784743845,12400.5,20260722 13:10:45,13:10:45,15,1784743837,0.00130426,1.304259519,1.033544957,474.3854839,410.4735897,41.532049,47.99870602,0.040584022,2.949000421,0.040276276,0.025200128,266.1480359,36.12632686,34.70810645,5.557709356,42.88329295,2.41020091,5.620372746,3.147508446,-57.51784479,32.14502102,2.540943,243.3161551,-2.737634135,1.250383486,1.033544957,477.5951104,481.528303,-0.819515091,66.76288029,1.304259519,21.88993192,23.85213091,0.000955349,78.43,0,0,1,0,52091.47068,1499.99,1273.851513,0.849240004,0.177433207,6,0.5,0: Broadleaf,2,TRUE,1784743837,474.3854839,471.0675484,23.82073226,21.93221613,519.0925161,28.34270645,387.7960323,101.0807742,0.100032658,34.91029355,34.70810645,999.9,0,0,10003.18871,0,11.13919677,3.317866355,485.9615161,481.6310968,1.888508065,471.0675484,21.93221613,2.407816129,2.216925161,20.41643548,19.08512581,1499.99,0.692000516,0.307999484,0,2.717180645,0,19121.92581,13609.4871,47.687,49.508,48.687,47.758,47.437,1037.992903,461.9970968,0,1784743798,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,0.674818707,58.80893511,6.284786351,0,2.687355882,-0.090058054,0.240182759,1,1.854163415,0.814577143,0.082047899,0,1,3,1/3,2.96722,2.76446,0.117962,0.108076,0.129716,0.108229,27263.5,18174.2,31686.9,22197.9,37130.2,26892,45503.6,32454.1,1.67752,2.65447,0.132728,0,32.5621,999.9,58.5,35,32.6903,61.9552,-100,3,0.330097,0,20.3082,5.21654,12.0332,4.95975,3.301,7702.5,9999,9999,127.2,4.97298,1.87531,1.88156,1.88108,1.8788,1.87443,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-44.558,-4.5219,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,31.2,31.2,0.155029,4.99878,2.89795,2.89673,2.99805,2.30225,36.8366,14.3684,2,413.212,1370.83,33.525,31.7017,30.0002,31.3937,31.238,-1,40,10,-999.9,400,20,99.5708,85.277
92,1784743965,12520.5,20260722 13:12:45,13:12:45,15,1784743957,0.001309477,1.309477312,1.932315286,424.7283226,326.0809401,32.99336384,42.97465554,0.039564924,2.949135954,0.039272392,0.024571348,266.1514429,36.08708667,34.62960645,5.533544211,40.83455604,2.290238717,5.608579937,3.243305494,-57.74794944,38.60164737,3.049444538,250.0545854,-1.844393899,1.304206431,1.932315286,434.7834238,432.0134909,-0.040971342,66.76288029,1.309477312,20.75285106,22.65014424,0.009998043,78.43,0,0,1,0,52101.74597,1500.010645,1273.868913,0.849239915,0.177433036,6,0.5,0: Broadleaf,2,TRUE,1784743957,424.7283226,422.7349032,22.63495161,20.6659,467.9209677,27.15692903,388.4161613,101.0815161,0.09999981,34.87239355,34.62960645,999.9,0,0,10003.88548,0,14.29953548,1.993512581,434.5648387,431.6559677,1.969060323,422.7349032,20.6659,2.287976774,2.088940323,19.59198065,18.1348,1500.010645,0.692002581,0.307997419,0,2.675774194,0,19170.83226,13609.68387,47.71951613,49.508,48.687,47.804,47.437,1038.011613,461.9990323,0,1784743918,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,7.841633902,-114.6314105,12.11094675,0,2.708305882,-0.692317798,0.187855893,1,2.089865122,-2.389548293,0.258968476,0,1,3,1/3,2.96797,2.76457,0.109602,0.102391,0.125915,0.104337,27522.8,18310.1,31687.9,22222.2,37295.4,27041.3,45506.1,32492.4,1.67945,2.65543,0.137251,0,32.407,999.9,55.8,34.9,31.0097,62.0452,-100,3,0.330053,0,20.3084,5.21669,12.0339,4.9597,3.301,7702.5,9999,9999,127.3,4.97295,1.87531,1.88156,1.88108,1.87875,1.87443,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-43.114,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,33.2,33.2,0.155029,4.99878,2.89795,2.89429,2.99805,2.32178,36.8129,14.3509,2,414.295,1372.27,33.4842,31.7052,30.0001,31.3953,31.2408,-1,40,10,-999.9,400,20,99.5754,85.3747
93,1784744085,12640.5,20260722 13:14:45,13:14:45,15,1784744077,0.001427098,1.427097959,1.109435744,449.638129,387.434268,39.19972109,45.49336676,0.044213256,2.948081393,0.043848162,0.027437652,266.1480019,36.15790848,34.7669,5.575868171,42.78212653,2.412904211,5.639981944,3.16296396,-62.93502,32.78254329,2.593681683,238.5892069,-10.28299743,1.582109801,1.109435744,440.1976093,448.253103,-1.445974105,66.76288029,1.427097959,21.37516232,23.68560727,-0.019844035,78.43,0,0,1,0,52054.69896,1499.999032,1273.858335,0.849239438,0.177432116,6,0.5,0: Broadleaf,2,TRUE,1784744077,449.638129,434.8520645,23.84817419,21.46244516,493.5961935,28.37013226,388.4043871,101.0777419,0.0999915,34.97316129,34.7669,999.9,0,0,9998.267097,0,13.43573871,14.78605129,460.6239355,444.3900645,2.385729355,434.8520645,21.46244516,2.410516452,2.169372903,20.43446452,18.73782903,1499.999032,0.692018452,0.307981548,0,2.655370968,0,18961.82903,13609.64839,47.812,49.60874194,48.758,47.891,47.5,1038.027419,461.9716129,0,1784744038,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,15.70692415,-30.79632794,3.749610205,0,2.687326471,-0.022446144,0.213143553,1,2.375605366,-0.013539512,0.045638178,1,2,3,2/3,2.96742,2.76453,0.112276,0.1035,0.129154,0.106648,27438.2,18273.2,31685.7,22204.9,37153.2,26949,45502.2,32465.4,1.67822,2.65033,0.135329,0,32.5825,999.9,57.6,34.9,32.0105,62.0752,-100,3,0.331905,0,20.3082,5.21669,12.0332,4.9594,3.301,7702.5,9999,9999,127.3,4.97298,1.87531,1.88156,1.88105,1.87873,1.87445,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-43.574,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,35.2,35.2,0.155029,4.99878,2.89795,2.89673,2.99805,2.31567,36.7892,14.3334,2,413.699,1365.07,33.5213,31.7207,30.0001,31.4102,31.2565,-1,40,10,-999.9,400,20,99.5675,85.3055
94,1784744205,12760.5,20260722 13:16:45,13:16:45,15,1784744197,0.001283637,1.28363708,1.640431349,456.2660968,368.7394429,37.30758275,46.16317969,0.039922082,2.94855179,0.039624208,0.024791707,266.1479605,36.17122956,34.74703871,5.569728107,42.99100145,2.421543504,5.632675263,3.148184604,-56.60839525,32.22473979,2.548605459,244.3129105,5.928329883,1.272183269,1.640431349,477.273185,472.0036182,0.394662112,66.76288029,1.28363708,22.13776753,23.97793758,0.012019472,78.43,0,0,1,0,52071.96508,1500.000645,1273.859535,0.849239325,0.177431897,6,0.5,0: Broadleaf,2,TRUE,1784744197,456.2660968,466.3237419,23.93397097,22.01519032,500.4264839,28.45594516,388.2887419,101.0760323,0.099970119,34.94975806,34.74703871,999.9,0,0,10001.10871,0,12.13396452,-10.05757197,467.4541613,476.8213226,1.918786452,466.3237419,22.01519032,2.419147742,2.225205484,20.49252581,19.14472581,1500.000645,0.692021806,0.307978194,0,2.6442,0,18689.66774,13609.68065,47.82012903,49.61687097,48.812,47.875,47.562,1038.034194,461.9664516,0,1784744158,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,-11.26414539,13.04013985,6.111730994,0,2.640567647,-0.247323139,0.259471814,1,1.857616829,0.396089477,0.150283145,0,1,3,1/3,2.96724,2.76469,0.116501,0.111607,0.130112,0.109328,27306.6,18093.6,31684.7,22187.3,37110.9,26844.3,45500.7,32436.4,1.6772,2.65602,0.131749,0,32.6113,999.9,58.8,34.9,32.6782,62.1053,-100,3,0.333277,0,20.3079,5.21639,12.0335,4.95975,3.301,7702.5,9999,9999,127.3,4.97299,1.87531,1.88156,1.88109,1.87878,1.87451,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-44.306,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,37.2,37.2,0.155029,4.99878,2.89795,2.89673,2.99805,2.3291,36.7892,14.3159,2,413.239,1373.89,33.5203,31.7379,30.0002,31.4295,31.2735,-1,40,10,-999.9,400,20,99.5642,85.2329
95,1784744325,12880.5,20260722 13:18:45,13:18:45,15,1784744317,0.001278381,1.278381038,2.781003116,463.3223871,332.0070094,33.58978167,46.87520861,0.040339783,2.947911582,0.040035603,0.02504939,266.146143,36.10449857,34.67053871,5.546133222,43.53935041,2.443155953,5.611374378,3.102977269,-56.37660376,33.50864689,2.648852521,245.9270387,5.864657365,1.190138292,2.781003116,490.2813931,479.8666061,0.884116719,66.76288029,1.278381038,22.37725893,24.23233212,0.009530926,78.43,0,0,1,0,52065.27531,1499.985161,1273.846868,0.849239646,0.177432517,6,0.5,0: Broadleaf,2,TRUE,1784744317,463.3223871,473.2555806,24.14856129,22.35051613,507.6963871,28.67053548,387.5536129,101.0719032,0.100001948,34.88138065,34.67053871,999.9,0,0,9997.88,0,12.41051613,-9.933251613,474.7879032,484.0750645,1.798059677,473.2555806,22.35051613,2.440742581,2.25900871,20.63661613,19.38704516,1499.985161,0.692012645,0.307987355,0,2.499574194,0,18449.84194,13609.50323,47.812,49.562,48.812,47.76,47.5,1038.007419,461.9777419,0,1784744278,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,-12.50814683,28.09697979,4.744848046,0,2.534435294,-0.517280356,0.250789609,1,1.76376,0.592698397,0.06603673,0,1,3,1/3,2.96679,2.76469,0.117764,0.10981,0.130895,0.110017,27267.7,18124.4,31684.8,22180.2,37077.1,26813.8,45500.4,32424.8,1.67615,2.65602,0.130661,0,32.5571,999.9,59.4,34.8,32.8309,61.9853,-100,3,0.333173,0,20.3079,5.21669,12.0327,4.95975,3.301,7702.5,9999,9999,127.4,4.97299,1.87532,1.88157,1.88108,1.87876,1.87445,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-44.527,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,39.2,39.2,0.155029,4.99878,2.89795,2.89673,2.99805,2.2937,36.7417,14.2896,2,412.685,1373.96,33.4672,31.7391,30,31.435,31.2762,-1,40,10,-999.9,400,20,99.564,85.2037
96,1784744445,13000.5,20260722 13:20:45,13:20:45,15,1784744437,0.001254878,1.254877761,2.337412705,445.8226774,330.4650574,33.43436239,45.10551607,0.039424446,2.948168757,0.039133885,0.024484605,266.1522485,36.09517891,34.65160968,5.540308371,43.22992123,2.423734695,5.60661372,3.116573676,-55.34010924,34.08632379,2.69383313,247.5922962,6.767008327,1.190068149,2.337412705,475.8015473,463.3,1.295555797,66.76288029,1.254877761,22.30800908,24.05976788,0.017922788,78.43,0,0,1,0,52075.20032,1500.017097,1273.874216,0.849239798,0.17743281,6,0.5,0: Broadleaf,2,TRUE,1784744437,445.8226774,457.1134194,23.95618065,22.15902581,489.6648387,28.47816129,387.7991935,101.0736774,0.099991739,34.86606774,34.65160968,999.9,0,0,9999.165484,0,13.36260323,-11.29077297,456.7650645,467.4732258,1.79716129,457.1134194,22.15902581,2.42133871,2.239692258,20.50716452,19.24881613,1500.017097,0.69200671,0.30799329,0,2.555232258,0,18254.44839,13609.76129,47.81606452,49.5,48.812,47.75,47.5,1038.021935,461.9951613,0,1784744398,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,-7.850860024,-66.7659212,7.515340158,0,2.568085294,-0.166330024,0.191004292,1,1.879290488,-1.638730662,0.171150477,0,1,3,1/3,2.96725,2.76459,0.115015,0.109621,0.130373,0.110123,27352.1,18127.2,31684.1,22179,37098.9,26808.8,45499.8,32422.6,1.67675,2.65332,0.132371,0,32.5145,999.9,59.3,34.8,32.7733,62.1353,-100,3,0.333115,0,20.3079,5.21654,12.033,4.9598,3.301,7702.5,9999,9999,127.4,4.97294,1.87531,1.88156,1.88107,1.87872,1.87443,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-44.049,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,41.2,41.2,0.155029,4.99878,2.89795,2.89673,2.99805,2.31934,36.718,14.2809,2,413.004,1369.98,33.4416,31.7351,30.0001,31.4323,31.2762,-1,40,10,-999.9,400,20,99.5623,85.1983
97,1784744565,13120.5,20260722 13:22:45,13:22:45,15,1784744557,0.001605185,1.605185003,0.592340533,439.6603548,399.1735899,40.38773073,44.48411537,0.050421394,2.947465775,0.049947069,0.031259163,266.1482462,35.97627003,34.63113548,5.534014029,43.05474557,2.410023587,5.597579444,3.123990442,-70.78865863,32.70906057,2.584980322,230.6536284,-3.391187268,1.374357827,0.592340533,434.4398657,444.0388182,-1.550747322,66.76288029,1.605185003,21.31649293,23.81798182,-0.009752104,78.43,0,0,1,0,52060.26831,1500.002903,1273.861394,0.849239285,0.177431821,6,0.5,0: Broadleaf,2,TRUE,1784744557,439.6603548,435.3497097,23.81955484,21.74442581,483.3137419,28.34152903,387.9145484,101.0782903,0.100073574,34.83697742,34.63113548,999.9,0,0,9994.716129,0,13.56852903,4.310760774,450.3884839,445.0302258,2.075132581,435.3497097,21.74442581,2.407642581,2.197892258,20.41523548,18.94551935,1500.002903,0.692023484,0.307976516,0,2.543293548,0,18046.52258,13609.70968,47.812,49.437,48.772,47.687,47.5,1038.037742,461.9651613,0,1784744518,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,1.841301317,93.17596478,10.39720023,0,2.548461765,-0.128466002,0.15861419,1,1.983726585,3.024796725,0.334764471,0,1,3,1/3,2.96768,2.76451,0.111457,0.10096,0.129546,0.105729,27462.8,18324,31684.9,22203.7,37135.2,26974.5,45500.8,32462.7,1.67843,2.6532,0.129286,0,32.5389,999.9,57.7,34.8,31.8883,62.0153,-100,3,0.333135,0,20.3079,5.21684,12.0338,4.9597,3.301,7702.5,9999,9999,127.4,4.9729,1.87531,1.88156,1.88105,1.87878,1.87442,1.87452,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-43.433,-4.5219,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,43.2,43.2,0.155029,4.99878,2.89795,2.89795,2.99805,2.30957,36.6943,14.2634,2,413.913,1369.7,33.425,31.7296,30.0002,31.428,31.2708,-1,40,10,-999.9,400,20,99.5646,85.2995
