obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,CO2_hrs,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
85,1785347591,11354.9,20260730 01:53:11,01:53:11,15,,1785347583,0.001968886,1.968886455,2.762172598,388.0068851,284.1017287,28.59145805,39.04827553,0.053696849,1.379879096,0.052562435,0.032951448,287.4290867,34.57188026,32.88514667,5.019595134,28.26772359,1.369550351,4.844926215,3.650044784,-86.82789265,-46.74498341,-7.725772325,146.1304383,2.237306517,2.0499046,2.762172598,395.8338563,392.6973273,-0.153247637,60.85477865,1.968886455,10.70138143,13.54289273,-0.006459123,69.65,60,14,1.004780954,0.478095354,25219.59553,1500.000667,1261.21504,0.840809653,0.191619306,6,0.5,0: Broadleaf,2,TRUE,1785347583,388.0726,392.4275333,13.60866667,10.70902,401.3652,14.64094,416.3792,100.5380667,0.100032887,32.25678667,32.88514667,999.9,0,0,5000.208,0,53.33398667,-4.354916,393.4266667,396.6757333,2.899652,392.4275333,10.70902,1.368188667,1.076662667,11.56946,7.99713,1500.000667,0.9730088,0.02699106,0,2.141893333,0,17495.92667,12843.94667,42.437,44.27066667,43.437,42.8708,42.5248,1459.518,40.48266667,0,1785347588,0,1785346069,01:27:49,1785346053,1785346069,4,-0.125,-0.088,-13.292,-1.032,425,14,0.07,0.13,-4.67329619,6.65272987,0.858713242,0,2.874167143,0.105911688,0.083539051,0,0,2,0/2,2.99196,2.75946,0.0906252,0.0897791,0.0757827,0.0598226,32216.4,23214.1,33543.4,25788,39678.3,32843.3,49009.7,40296.2,1.694,2.6614,0.216141,0,29.3659,999.9,46.521,32.629,22.8945,28.812,-100,3,0.235432,0,20.2448,5.20471,11.956,4.9695,3.294,7163.4,9999,133.9,9999,4.9736,1.87298,1.87077,1.87233,1.87286,1.87378,1.8733,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.292,-1.0323,-13.2925,0,0,0,-1.032281818,0,0,0,-1,-1,-1,-1,25.6,25.4,0.155029,4.99756,2.64526,2.74902,2.8479,2.27661,35.0134,14.5611,2,341.618,1243.92,30.5841,30.5919,30,30.565,30.4981,-1,40,10,-999.9,400,20,101.837,94.5703
86,1785347711,11474.9,20260730 01:55:11,01:55:11,15,,1785347703,0.001399097,1.399097366,3.217726087,399.1922457,243.8398096,24.53938963,40.17364543,0.038270353,1.380569881,0.03769061,0.023607987,287.4262933,35.10680791,33.16678,5.099644022,30.24995572,1.486161906,4.912939114,3.613482116,-61.70019384,-49.3476073,-8.173012119,168.2054801,5.116798715,1.571444463,3.217726087,413.7638304,407.1187758,0.336675622,60.85477865,1.399097366,12.96503999,14.8523703,0.01504724,69.65,61,15,1.004861105,0.486110518,25219.17349,1499.977333,1261.19626,0.840810212,0.191620424,6,0.5,0: Broadleaf,2,TRUE,1785347703,399.2688,407.5138667,14.7675,12.54655333,412.5614,15.79976667,416.2106667,100.5373333,0.100005847,32.50376667,33.16678,999.9,0,0,5003.666667,0,54.2744,-8.244896667,405.2534,412.6926667,2.220936,407.5138667,12.54655333,1.484684,1.261397333,12.8113,10.34113533,1499.977333,0.972993667,0.027006567,0,2.073873333,0,17341.59333,12843.65333,42.51653333,44.375,43.5,42.9832,42.5998,1459.467333,40.51,0,1785347708,0,1785346069,01:27:49,1785346053,1785346069,4,-0.125,-0.088,-13.292,-1.032,425,14,0.07,0.13,-8.6905175,2.140333083,2.19830282,0,2.1994955,-0.232998947,0.293953799,0,0,2,0/2,2.99112,2.75944,0.0931314,0.0935977,0.0815087,0.0709301,32127.8,23113.5,33543.3,25784,39416.9,32441.9,49010,40291.6,1.69167,2.66135,0.218593,0,29.6436,999.9,51.209,32.609,25.1721,28.332,-100,3,0.235521,0,20.2445,5.20456,11.956,4.96955,3.294,7163.4,9999,133.9,9999,4.97357,1.87294,1.87074,1.87234,1.87286,1.87378,1.87324,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.292,-1.0323,-13.2925,0,0,0,-1.032281818,0,0,0,-1,-1,-1,-1,27.6,27.4,0.155029,4.99756,2.64526,2.75024,2.8479,2.20947,35.0134,14.5348,2,340.445,1243.74,30.631,30.5849,30.0004,30.5546,30.4938,-1,40,10,-999.9,400,20,101.837,94.5581
87,1785347831,11594.9,20260730 01:57:11,01:57:11,15,,1785347823,0.00140112,1.401120394,3.075020213,428.2277985,278.5969587,28.03700077,43.09531293,0.038685041,1.378684491,0.038091974,0.023860011,287.4250267,35.18198483,33.27129333,5.129631216,31.43578447,1.550828043,4.933320637,3.578803173,-61.78940939,-51.5903182,-8.563608035,165.481691,0.853389401,1.5965156,3.075020213,436.7462606,433.1485576,-0.153567555,60.85477865,1.401120394,13.26434961,15.31805273,-0.010327004,69.65,61,15,1.004872837,0.487283722,25158.74852,1499.970667,1261.19066,0.840810216,0.191620432,6,0.5,0: Broadleaf,2,TRUE,1785347823,428.3011333,430.5073333,15.41020667,13.15920667,441.5937333,16.44250667,416.927,100.5364,0.1000208,32.5772,33.27129333,999.9,0,0,4994.374,0,32.66836,-2.206082853,435.0049333,436.2478667,2.251024,430.5073333,13.15920667,1.549288667,1.32298,13.4633,11.06212667,1499.970667,0.972994,0.027006207,0,2.13806,0,17206.13333,12843.60667,42.625,44.5,43.562,43.187,42.75,1459.460667,40.51,0,1785347828,0,1785346069,01:27:49,1785346053,1785346069,4,-0.125,-0.088,-13.292,-1.032,425,14,0.07,0.13,-2.03090354,-6.138737251,1.429492225,0,2.230157,-0.049643008,0.149094033,1,1,2,1/2,2.9924,2.75946,0.0972928,0.0962558,0.083226,0.0714663,31978.7,23044.6,33541.5,25782.9,39337.6,32421.6,49008.3,40290.1,1.69425,2.6598,0.218518,0,29.7348,999.9,53.028,32.629,26.097,28.632,-100,3,0.236695,0,20.2445,5.20366,11.956,4.96915,3.294,7163.4,9999,134,9999,4.97362,1.87296,1.87075,1.87236,1.87286,1.87377,1.87327,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.293,-1.0323,-13.2925,0,0,0,-1.032281818,0,0,0,-1,-1,-1,-1,29.6,29.4,0.155029,4.99756,2.64526,2.75024,2.8479,2.24487,35.0594,14.5085,2,341.752,1241.58,30.7175,30.6106,30,30.5677,30.4969,-1,40,10,-999.9,400,20,101.833,94.5542
88,1785347951,11715,20260730 01:59:11,01:59:11,15,,1785347943,0.001347516,1.347515917,2.784878794,416.6903228,272.0859478,27.38181108,41.93430712,0.036399068,1.380201,0.035874076,0.022467835,287.425375,35.21644901,33.36275625,5.155999701,30.40655243,1.500871959,4.936014902,3.655127742,-59.42545193,-57.7319253,-9.57729095,160.6907068,4.403187635,1.283960408,2.784878794,429.499198,424.5314086,0.156678975,60.85477865,1.347515917,13.03865185,14.93946016,0.001563983,69.65,61,15,1.004864492,0.486449249,25201.69745,1499.9725,1261.1922,0.840810215,0.19162043,6,0.5,0: Broadleaf,2,TRUE,1785347943,416.756625,423.836,14.913775,13.10166875,430.0489375,15.94604375,416.72925,100.536625,0.099998456,32.5868875,33.36275625,999.9,0,0,5001.874375,0,64.573825,-7.07941625,423.066125,429.4625625,1.8120875,423.836,13.10166875,1.49937625,1.31719625,12.9617875,10.996425,1499.9725,0.972994188,0.027006031,0,2.09895625,0,17048.51875,12843.63125,42.710625,44.625,43.687,43.3553125,42.8435,1459.4625,40.51,0,1785347948,0,1785346069,01:27:49,1785346053,1785346069,4,-0.125,-0.088,-13.292,-1.032,425,14,0.07,0.13,-7.112139524,3.371992608,1.117282536,0,1.77845381,0.741542378,0.078546372,0,0,2,0/2,2.99197,2.75952,0.0959682,0.0953948,0.0816549,0.0706389,32025.9,23066.8,33541.9,25783.2,39409.3,32451.7,49008.2,40290.8,1.69285,2.6603,0.230409,0,29.6207,999.9,52.545,32.639,25.8717,28.6429,-100,3,0.236707,0,20.2443,5.20441,11.956,4.9695,3.294,7163.4,9999,134,9999,4.97363,1.8729,1.87081,1.87232,1.87286,1.87378,1.87326,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.292,-1.0323,-13.2925,0,0,0,-1.032281818,0,0,0,-1,-1,-1,-1,31.6,31.4,0.155029,4.99756,2.64526,2.74902,2.8479,2.23633,35.1055,14.491,2,341.082,1242.31,30.767,30.6133,30,30.568,30.4978,-1,40,10,-999.9,400,20,101.833,94.5558
89,1785348071,11835,20260730 02:01:11,02:01:11,15,,1785348063,0.001509484,1.509484121,3.797549122,400.4863623,229.7655617,23.12366893,40.30505696,0.040609382,1.378546786,0.039956317,0.025030499,287.4368067,35.09378383,33.25326667,5.124448045,29.3773519,1.446544246,4.924011706,3.677903798,-66.56824974,-52.7356422,-8.75238631,159.3805284,5.690538888,1.516087141,3.797549122,418.0785397,409.0804,0.602619857,60.85477865,1.509484121,12.26573711,14.39892545,0.000677361,69.65,60,14,1.004792833,0.479283327,25157.38253,1500.032667,1261.24274,0.840810182,0.191620365,6,0.5,0: Broadleaf,2,TRUE,1785348063,400.5769333,409.5869333,14.37341333,12.23674,413.8694667,15.40570667,417.583,100.5402667,0.100006647,32.54369333,33.25326667,999.9,0,0,4993.5,0,54.76824667,-9.009849333,406.4186667,414.6612667,2.136698,409.5869333,12.23674,1.445105333,1.230281333,12.39936667,9.972736667,1500.032667,0.972995,0.027005173,0,2.000966667,0,16893.9,12844.16,42.7206,44.625,43.687,43.27066667,42.812,1459.522667,40.51,0,1785348068,0,1785346069,01:27:49,1785346053,1785346069,4,-0.125,-0.088,-13.292,-1.032,425,14,0.07,0.13,-9.032477619,-18.6574987,3.700295633,0,2.120241905,0.139022338,0.108572451,0,0,2,0/2,2.99237,2.75941,0.0935748,0.0949152,0.0794941,0.0682194,32109.1,23078.3,33540.4,25782.5,39506.1,32537.2,49006.1,40289.5,1.69447,2.6606,0.217818,0,29.697,999.9,50.403,32.639,24.8187,29.0029,-100,3,0.238224,0,20.2444,5.20231,11.956,4.96945,3.294,7163.4,9999,134,9999,4.97361,1.87288,1.87076,1.87229,1.87286,1.87376,1.87328,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.293,-1.0323,-13.2925,0,0,0,-1.032281818,0,0,0,-1,-1,-1,-1,33.6,33.4,0.155029,4.99756,2.64526,2.75024,2.8479,2.27417,35.1516,14.4823,2,341.904,1242.96,30.7592,30.6196,30.0003,30.5756,30.5075,-1,40,10,-999.9,400,20,101.829,94.5528
90,1785348191,11955,20260730 02:03:11,02:03:11,15,,1785348183,0.001403438,1.403438466,3.656628988,408.8365713,234.8340461,23.63399621,41.14583102,0.038275458,1.378371698,0.037694651,0.023610606,287.4246467,35.15133644,33.24050667,5.120781942,30.39462692,1.496924133,4.924963011,3.623857809,-61.89163636,-51.52610056,-8.552336412,165.4545733,4.34593431,1.453438362,3.656628988,426.6184448,417.4713636,0.66202928,60.85477865,1.403438466,13.05203672,14.94564121,0.014320247,69.65,60,14,1.004793862,0.47938621,25152.00917,1499.968667,1261.18898,0.840810217,0.191620434,6,0.5,0: Broadleaf,2,TRUE,1785348183,408.9238,415.9988,14.87386,12.82467333,422.2162667,15.90614667,417.2052667,100.5412667,0.10000152,32.54712,33.24050667,999.9,0,0,4992.583333,0,38.07799333,-7.07496854,415.0979333,421.4040667,2.049183333,415.9988,12.82467333,1.495438,1.28941,12.92158,10.67453333,1499.968667,0.972994,0.027006227,0,2.059106667,0,16771.68667,12843.6,42.812,44.625,43.75,43.375,42.875,1459.458667,40.51,0,1785348188,0,1785346069,01:27:49,1785346053,1785346069,4,-0.125,-0.088,-13.292,-1.032,425,14,0.07,0.13,-4.20415017,-58.44583117,5.771863561,0,2.2132135,-2.837689173,0.277445221,0,0,2,0/2,2.99227,2.75941,0.0948438,0.0953238,0.0817667,0.0706256,32061.6,23066.5,33537.7,25780.9,39399.7,32449.1,49003,40287.5,1.69395,2.66015,0.225157,0,29.585,999.9,52.307,32.68,25.8159,28.7329,-100,3,0.239787,0,20.2447,5.20441,11.956,4.96965,3.294,7163.4,9999,134.1,9999,4.9736,1.87294,1.87078,1.87237,1.87286,1.87378,1.8733,1.87776,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.293,-1.0323,-13.2925,0,0,0,-1.032281818,0,0,0,-1,-1,-1,-1,35.6,35.4,0.155029,4.99756,2.64526,2.75024,2.84912,2.32056,35.1747,14.4648,2,341.755,1242.66,30.7754,30.6425,30.0001,30.5942,30.5233,-1,40,10,-999.9,400,20,101.821,94.5477
91,1785348311,12075,20260730 02:05:11,02:05:11,15,,1785348303,0.001798315,1.798315147,2.79398273,392.0961417,278.08818,27.98518154,39.45828156,0.048462733,1.380967346,0.047537354,0.029792516,287.4293822,34.97660068,33.31086667,5.141025656,29.57244379,1.458918821,4.93337254,3.682106835,-79.30569796,-54.60810793,-9.051319858,144.4642564,2.473921334,1.695588309,2.79398273,401.4438289,397.6169879,-0.041545255,60.85477865,1.798315147,12.03146862,14.53467394,0.006795981,69.65,60,14,1.004779983,0.477998342,25224.68959,1499.998,1261.213201,0.840809922,0.191619844,6,0.5,0: Broadleaf,2,TRUE,1785348303,392.1626,396.6588,14.49724667,12.10624,405.4549333,15.52952667,417.2988667,100.5342,0.100000047,32.57738667,33.31086667,999.9,0,0,5005.792,0,40.99053333,-4.496087333,397.9316,401.5196667,2.391024667,396.6588,12.10624,1.45747,1.217090667,12.52910667,9.811202667,1499.998,0.973002467,0.02699754,0,2.061966667,0,16619.84,12843.88,42.75,44.6954,43.77893333,43.25,42.88326667,1459.500667,40.496,0,1785348308,0,1785346069,01:27:49,1785346053,1785346069,4,-0.125,-0.088,-13.292,-1.032,425,14,0.07,0.13,-3.6080702,-13.11451597,1.563345806,0,2.4707945,-1.165229323,0.206113305,0,0,2,0/2,2.9921,2.75935,0.0914048,0.0906413,0.0799226,0.0651937,32181.8,23185.5,33536.3,25780.9,39481.9,32642.2,49001.2,40286.9,1.694,2.65965,0.212099,0,29.8319,999.9,50.024,32.68,24.6905,28.9129,-100,3,0.242363,0,20.2448,5.20501,11.956,4.9695,3.294,7163.4,9999,134.1,9999,4.97361,1.87293,1.87076,1.87238,1.87286,1.87378,1.87329,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.293,-1.0322,-13.2925,0,0,0,-1.032281818,0,0,0,-1,-1,-1,-1,37.6,37.4,0.155029,4.99756,2.64526,2.74902,2.8479,2.24976,35.2209,14.456,2,341.896,1242.32,30.8181,30.6665,30.0002,30.6155,30.5419,-1,40,10,-999.9,400,20,101.817,94.5468
92,1785348431,12195,20260730 02:07:11,02:07:11,15,,1785348423,0.001781391,1.78139126,3.94266593,393.7781658,242.7544615,24.42954518,39.62778452,0.048575911,1.379316566,0.04764516,0.029860364,287.4383267,35.01666977,33.17520667,5.102056154,29.58985774,1.462164515,4.941438136,3.63989164,-78.55935457,-42.29942204,-7.015865713,159.5636843,7.118216642,1.671295979,3.94266593,414.4827061,404.1120545,0.810581915,60.85477865,1.78139126,12.31864152,14.69502364,0.020820764,69.65,60,14,1.004789531,0.47895311,25174.6447,1500.040667,1261.24946,0.840810178,0.191620356,6,0.5,0: Broadleaf,2,TRUE,1785348423,393.8721333,404.9585333,14.52941333,12.1825,407.1645333,15.56170667,419.0303333,100.5348,0.0999938,32.60637333,33.17520667,999.9,0,0,4997.584,0,42.70542,-11.086484,399.6794,409.9532667,2.346902667,404.9585333,12.1825,1.460710667,1.224766,12.56258,9.905128,1500.040667,0.972994333,0.027005893,0,2.054053333,0,16479.7,12844.21333,42.7624,44.625,43.75826667,43.2332,42.812,1459.530667,40.51,0,1785348428,0,1785346069,01:27:49,1785346053,1785346069,4,-0.125,-0.088,-13.292,-1.032,425,14,0.07,0.13,-10.0585745,-22.67095173,3.113605754,0,2.4864525,-1.647469624,0.222634735,0,0,2,0/2,2.9938,2.75946,0.0926104,0.0925058,0.0807808,0.0679972,32133.7,23133.5,33530.8,25776,39436.7,32535.6,48993.8,40279.8,1.6976,2.65635,0.206828,0,29.8471,999.9,49.646,32.69,24.5146,28.7029,-100,3,0.247724,0,20.2444,5.20486,11.956,4.96945,3.294,7163.4,9999,134.2,9999,4.97361,1.87296,1.87079,1.87239,1.87286,1.87378,1.87326,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.293,-1.0323,-13.2925,0,0,0,-1.032281818,0,0,0,-1,-1,-1,-1,39.6,39.4,0.155029,4.99756,2.64526,2.75024,2.8479,2.26562,35.244,14.4385,2,343.89,1238.5,30.7913,30.7182,30.0004,30.6625,30.587,-1,40,10,-999.9,400,20,101.802,94.5295
93,1785348551,12315,20260730 02:09:11,02:09:11,15,,1785348543,0.001759323,1.759322699,2.448633859,417.8999072,315.2988803,31.73241942,42.0584276,0.049057821,1.379492987,0.048108824,0.03015175,287.42604,35.08525034,33.22884,5.117431964,31.44779474,1.559055299,4.957598177,3.558376665,-77.58613103,-41.98354863,-6.966394229,160.8899661,-1.237756549,1.912608182,2.448633859,419.9533075,420.1876,-0.659271738,60.85477865,1.759322699,12.72295801,15.3445903,-0.021800641,69.65,60,14,1.004789527,0.478952707,25174.66578,1499.976,1261.19514,0.840810213,0.191620426,6,0.5,0: Broadleaf,2,TRUE,1785348543,417.9582667,417.3395333,15.49104667,12.81009333,431.2508667,16.52334,419.3724,100.5423333,0.100013967,32.66432667,33.22884,999.9,0,0,4998.083333,0,42.29051333,0.618733267,424.5352,422.7556,2.680968,417.3395333,12.81009333,1.557507333,1.287956667,13.54447333,10.65836,1499.976,0.972993667,0.027006547,0,2.043753333,0,16344.82,12843.66667,42.8624,44.68286667,43.812,43.37913333,42.937,1459.466,40.51,0,1785348548,0,1785346069,01:27:49,1785346053,1785346069,4,-0.125,-0.088,-13.292,-1.032,425,14,0.07,0.13,-1.916323381,36.71656013,4.327975821,0,2.597837619,1.150203896,0.150287236,0,0,2,0/2,2.99462,2.75941,0.0950278,0.0938704,0.0832441,0.0690499,32045.6,23097.4,33528.3,25774.7,39322,32496.4,48990.9,40278.3,1.69905,2.65593,0.205591,0,29.8571,999.9,51.752,32.71,25.583,28.853,-100,3,0.249512,0,20.2445,5.20471,11.956,4.9695,3.294,7163.4,9999,134.2,9999,4.97367,1.87296,1.87082,1.87239,1.87286,1.87378,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.292,-1.0323,-13.2925,0,0,0,-1.032281818,0,0,0,-1,-1,-1,-1,41.6,41.4,0.155029,4.99756,2.64526,2.75024,2.84912,2.27051,35.244,14.4122,2,344.775,1238.51,30.8557,30.7599,30,30.6955,30.616,-1,40,10,-999.9,400,20,101.795,94.5257
94,1785348671,12435,20260730 02:11:11,02:11:11,15,,1785348663,0.001362394,1.362393594,2.229379082,431.6774028,313.9802132,31.59888921,43.44390459,0.037694918,1.379366077,0.037131856,0.023257298,287.42642,35.22515382,33.25,5.123509274,31.44540539,1.553458361,4.940175971,3.570050913,-60.08155749,-48.20001909,-7.997020119,171.1478233,5.501042246,1.245869223,2.229379082,448.2845179,442.2043515,0.494893038,60.85477865,1.362393594,13.7123751,15.53540061,0.014870933,69.65,60,14,1.004789224,0.478922358,25176.2535,1499.978,1261.19682,0.840810212,0.191620424,6,0.5,0: Broadleaf,2,TRUE,1785348663,431.7305333,440.3414667,15.43583333,13.68764,445.0228667,16.46810667,418.9582,100.5397333,0.10001364,32.60184,33.25,999.9,0,0,4997.584,0,35.19832667,-8.610906667,438.4991333,446.4526667,1.748189333,440.3414667,13.68764,1.551914,1.376151333,13.48934667,11.65694,1499.978,0.972993333,0.027006893,0,2.063973333,0,16210.16667,12843.68,42.812,44.625,43.75,43.38326667,42.937,1459.468,40.51,0,1785348668,0,1785346069,01:27:49,1785346053,1785346069,4,-0.125,-0.088,-13.292,-1.032,425,14,0.07,0.13,-8.858685238,11.27804104,3.435212684,0,1.762184286,-0.017181039,0.102693954,1,1,2,1/2,2.99409,2.75933,0.0986776,0.0981768,0.0840616,0.0720028,31922,22990.5,33534,25777.6,39291.9,32395.8,48999,40283.2,1.69713,2.65727,0.226319,0,29.58,999.9,53.589,32.72,26.5087,29.183,-100,3,0.244474,0,20.2445,5.20336,11.956,4.9696,3.294,7163.4,9999,134.2,9999,4.97364,1.873,1.87079,1.87238,1.87286,1.87378,1.87331,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.293,-1.0323,-13.2925,0,0,0,-1.032281818,0,0,0,-1,-1,-1,-1,43.6,43.4,0.155029,4.99756,2.64526,2.75024,2.8479,2.23145,35.2671,14.3772,2,343.699,1239.95,30.8483,30.7169,29.9999,30.6692,30.592,-1,40,10,-999.9,400,20,101.812,94.5368
95,1785348791,12555,20260730 02:13:11,02:13:11,15,,1785348783,0.001559537,1.559537327,2.864387922,424.4411201,295.1687367,29.70459162,42.71404308,0.043026084,1.37890784,0.042293921,0.026498445,287.4327533,35.03834122,33.15430667,5.096075354,30.65568351,1.506985383,4.915843362,3.589089971,-68.7755961,-47.58185525,-7.889986992,163.185315,2.614750756,1.378162429,2.864387922,430.9242742,429.6865697,-0.508408879,60.85477865,1.559537327,12.66924658,14.94957818,-0.011405323,69.65,60,14,1.004790344,0.479034387,25170.39374,1500.011333,1261.22482,0.840810194,0.191620388,6,0.5,0: Broadleaf,2,TRUE,1785348783,424.5094,429.0846,14.97462,13.03541333,437.8015333,16.00687333,417.9919333,100.536,0.099968253,32.51424667,33.15430667,999.9,0,0,4995.5,0,34.95658667,-4.5753884,430.9628,434.7532,1.939208,429.0846,13.03541333,1.505484667,1.310524667,13.02392,10.91670667,1500.011333,0.972992667,0.027007607,0,2.016826667,0,16067.68667,12843.96,42.729,44.4958,43.687,43.26653333,42.812,1459.501333,40.51,0,1785348788,0,1785346069,01:27:49,1785346053,1785346069,4,-0.125,-0.088,-13.292,-1.032,425,14,0.07,0.13,-6.154138381,44.92777278,5.570659628,0,1.845765238,2.710920779,0.311608598,0,0,2,0/2,2.99233,2.75939,0.0967564,0.0945462,0.0816138,0.0680245,31997.9,23089.7,33541.9,25784.7,39412.1,32547,49009.1,40293.1,1.6941,2.66055,0.232302,0,29.3921,999.9,51.557,32.72,25.5041,29.273,-100,3,0.235767,0,20.245,5.20231,11.956,4.96825,3.294,7163.4,9999,134.2,9999,4.97362,1.87294,1.87075,1.87238,1.87286,1.87378,1.87329,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.292,-1.0323,-13.2925,0,0,0,-1.032281818,0,0,0,-1,-1,-1,-1,45.6,45.4,0.155029,4.99756,2.64526,2.74902,2.8479,2.27173,35.244,14.3772,2,341.818,1243.19,30.7801,30.6196,29.9997,30.5926,30.5211,-1,40,10,-999.9,400,20,101.834,94.5611
96,1785348911,12675,20260730 02:15:11,02:15:11,15,,1785348903,0.001479923,1.479922691,2.714612178,410.2547526,279.3381017,28.11018301,41.2845083,0.039954831,1.380956027,0.039323557,0.02463311,287.4306,35.18459797,33.30598667,5.139619357,29.85920195,1.47691131,4.946251787,3.662708047,-65.26459067,-50.79978582,-8.421864716,162.9443588,0.772009018,1.601337848,2.714612178,417.4108165,414.5428,-0.188953867,60.85477865,1.479922691,12.54581925,14.64233939,0.000637195,69.65,60,14,1.004780752,0.478075197,25220.65375,1500,1261.2153,0.8408102,0.1916204,6,0.5,0: Broadleaf,2,TRUE,1785348903,410.3193333,412.3727333,14.67644667,12.41442,423.6119333,15.70872667,416.4982,100.5314,0.099995567,32.62365333,33.30598667,999.9,0,0,5005.875333,0,46.89244667,-2.053323667,416.4311333,417.5566,2.262028,412.3727333,12.41442,1.475445333,1.248038667,12.71592,10.18655,1500,0.972992,0.0270083,0,2.043926667,0,15931.56,12843.86,42.67873333,44.437,43.625,43.1746,42.75413333,1459.49,40.51,0,1785348908,0,1785346069,01:27:49,1785346053,1785346069,4,-0.125,-0.088,-13.292,-1.032,425,14,0.07,0.13,-1.338855329,-18.40347709,2.138211479,0,2.285620952,-1.095353766,0.162864005,0,0,2,0/2,2.99075,2.75927,0.0942957,0.093977,0.0804395,0.0686371,32093.9,23109.4,33550.6,25790,39475,32533,49020.5,40301.3,1.69182,2.66052,0.234745,0,29.5172,999.9,51.172,32.72,25.3146,28.703,-100,3,0.226138,0,20.2447,5.20471,11.956,4.96975,3.294,7163.4,9999,134.3,9999,4.97365,1.87298,1.87077,1.87241,1.87286,1.87378,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.292,-1.0323,-13.2925,0,0,0,-1.032281818,0,0,0,-1,-1,-1,-1,47.6,47.4,0.155029,4.99756,2.64526,2.75024,2.8479,2.26807,35.2209,14.3509,2,340.186,1241.27,30.7871,30.5122,29.9998,30.4945,30.4335,-1,40,10,-999.9,400,20,101.859,94.5804
