obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_hum,AccCO2_soda,AccH2O_des,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
33,1784214562,3923.1,20260716 23:09:22,23:09:22,15,,1784214554,0.001164436,1.164436129,1.360837869,404.3211879,296.9873871,30.16449151,41.06619865,0.026612721,1.387895493,0.026332446,0.016482714,287.4278133,38.93000085,37.00134667,6.30534217,33.03847289,1.997513133,6.046021376,4.307829037,-51.35163328,-57.41262541,-9.813859647,168.849695,-0.79874421,1.192567477,1.360837869,411.8357455,410.6986424,-0.133616169,60.84430493,1.164436129,18.09301278,19.64005697,-0.00367377,69.65,43,10,1.003439716,0.343971642,25088.06104,1499.985333,1261.20298,0.840810208,0.191620416,6,0.5,0: Broadleaf,2,TRUE,1784214554,404.3537333,403.9346667,19.66670667,18.1108,417.8093333,19.70357333,449.2656,101.4682667,0.09999116,36.23404667,37.00134667,999.9,0,0,4993.752667,0,31.92612667,0.4190312,412.4654667,411.3852667,1.555901333,403.9346667,18.1108,1.995545333,1.837672,17.40902,16.11092667,1499.985333,0.972993667,0.02700618,0,2.0492,0,16448.36667,12843.74667,46.6498,48.4496,47.562,47.3204,46.75,1459.475333,40.51,0,1784214560,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-0.650122,6.305123221,2.29963894,0,1.545892381,0.143536364,0.039663811,0,0,2,0/2,3.02258,2.75939,0.0933942,0.0919919,0.096543,0.0898667,31900.2,22994,33331.3,25620.3,38516.6,31546.2,48723.7,40054.7,1.7575,2.5867,0.2326,0,33.2307,999.9,58.192,35.329,32.989,29.1401,-100,3,0.50029,0,20.2438,5.20486,11.956,4.9682,3.294,9999,7158,9999,113.4,4.97373,1.87303,1.87091,1.8724,1.8729,1.87366,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.44,-0.0426,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,73.7,73.8,0.155029,4.99756,2.64526,2.74048,2.8479,2.27417,38.6487,15.4279,2,392.914,1202.84,34.2891,33.9211,30.0001,33.801,33.7046,-1,40,10,-999.9,400,20,101.222,93.9848
34,1784214682,4043.1,20260716 23:11:22,23:11:22,15,,1784214674,0.001190047,1.190046707,1.113166671,407.8386282,316.6403512,32.16116981,41.42418149,0.027346025,1.389589652,0.027050541,0.01693287,287.43174,38.9228001,36.99494,6.303137592,33.35771831,2.01775364,6.0488359,4.285383952,-52.48105979,-56.3674642,-9.623553479,168.9596625,1.905710994,1.220907823,1.113166671,416.9701931,416.3129333,-0.160591081,60.84430493,1.190046707,18.23132163,19.82765212,-0.005948628,69.65,43,10,1.003433173,0.343317264,25135.71611,1500.006,1261.22034,0.840810197,0.191620394,6,0.5,0: Broadleaf,2,TRUE,1784214674,407.8652,411.0709333,19.86564,18.27093333,421.3498667,19.86175333,448.663,101.47,0.10002948,36.24252667,36.99494,999.9,0,0,5002,0,32.05169333,-3.2055998,416.132,418.7213333,1.594708667,411.0709333,18.27093333,2.015766667,1.853950667,17.56871333,16.24922,1500.006,0.972993667,0.02700618,0,2.052626667,0,16369.75333,12843.90667,46.625,48.375,47.5,47.25,46.687,1459.496,40.51,0,1784214680,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-4.018418905,24.60930873,2.886527778,0,1.582114286,0.248450649,0.025253298,0,0,2,0/2,3.02225,2.7594,0.0943083,0.092729,0.0971047,0.0900694,31869.4,22976.2,33332.6,25621.3,38493.9,31540.8,48725.8,40056.5,1.75653,2.58627,0.232309,0,33.214,999.9,58.131,35.419,33.1171,29.4401,-100,3,0.498455,0,20.2436,5.20276,11.956,4.9693,3.294,9999,7158,9999,113.4,4.97377,1.87303,1.87092,1.87241,1.87291,1.87365,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.483,-0.0055,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,75.7,75.8,0.155029,4.99756,2.64526,2.7417,2.8479,2.24121,38.7225,15.3929,2,392.347,1202.13,34.2812,33.9088,30.0001,33.7949,33.6985,-1,40,10,-999.9,400,20,101.226,93.9887
35,1784214802,4163.1,20260716 23:13:22,23:13:22,15,,1784214794,0.001128417,1.128416638,1.155936518,414.9722471,318.2217684,32.32116132,42.14791782,0.026190008,1.388426514,0.02591862,0.016223286,287.4224933,38.84846579,36.83388667,6.247937454,33.35399601,2.005646482,6.013211974,4.242290972,-49.76317372,-52.31815016,-8.92807001,176.4130994,-0.61430813,1.18558771,1.155936518,423.5039392,422.2714303,-0.064299581,60.84430493,1.128416638,18.18586962,19.70460727,-0.00601371,69.65,43,10,1.003436524,0.343652359,25111.29015,1499.957333,1261.17946,0.840810223,0.191620446,6,0.5,0: Broadleaf,2,TRUE,1784214794,414.9998667,414.8388667,19.74682667,18.19542,428.5431333,19.76731333,447.8964,101.4680667,0.099973393,36.13494,36.83388667,999.9,0,0,4996.374,0,33.35648667,0.161170867,423.36,422.5266667,1.551402667,414.8388667,18.19542,2.003674,1.846257333,17.47339333,16.18399333,1499.957333,0.972992333,0.027007553,0,1.98288,0,16298.87333,12843.48667,46.5662,48.312,47.4454,47.25,46.63326667,1459.447333,40.51,0,1784214800,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-1.0982743,10.59727664,3.110562869,0,1.530204762,0.20491013,0.041904473,0,0,2,0/2,3.0208,2.75937,0.0953154,0.0935839,0.0967429,0.090163,31833.7,22954.7,33332.4,25621.4,38509.5,31537.9,48725.3,40056.7,1.75405,2.58853,0.238001,0,32.9827,999.9,57.807,35.52,33.1171,29.2901,-100,3,0.498338,0,20.2436,5.20486,11.956,4.96855,3.294,9999,7158,9999,113.4,4.97375,1.87303,1.87099,1.87241,1.87294,1.87367,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.532,-0.0295,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,77.7,77.8,0.155029,4.99756,2.64526,2.74048,2.8479,2.29614,38.7717,15.3666,2,390.967,1205.26,34.2201,33.8966,30.0001,33.7888,33.6955,-1,40,10,-999.9,400,20,101.226,93.9892
36,1784214922,4283.1,20260716 23:15:22,23:15:22,15,,1784214914,0.001171206,1.171206045,1.377016466,408.7097937,301.8080073,30.65371599,41.51140338,0.027086321,1.387652762,0.02679599,0.01677332,287.423,38.91052818,36.95358,6.288921431,33.63003941,2.031441736,6.040557106,4.257479695,-51.65018659,-55.06149464,-9.410683558,171.3006352,2.793749672,1.141316358,1.377016466,419.4856709,417.8250424,-0.040668434,60.84430493,1.171206045,18.46685456,20.00417273,-9.10299E-05,69.65,43,10,1.00344048,0.344047984,25082.51327,1499.96,1261.1817,0.840810222,0.191620443,6,0.5,0: Broadleaf,2,TRUE,1784214914,408.7427333,413.0950667,20.00101333,18.50870667,422.2345333,19.96919333,448.1286667,101.4669333,0.100007387,36.21757333,36.95358,999.9,0,0,4992.624667,0,32.00368667,-4.352083333,417.085,420.8849333,1.492296,413.0950667,18.50870667,2.029438667,1.878019333,17.67590667,16.45174667,1499.96,0.972992,0.0270079,0,1.964606667,0,16219.12667,12843.51333,46.5956,48.354,47.5,47.125,46.62913333,1459.45,40.51,0,1784214920,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-4.498850952,7.429494545,1.661457719,0,1.484571905,0.272878442,0.03692204,0,0,2,0/2,3.02158,2.7595,0.0946575,0.0939858,0.0976545,0.0911527,31852.4,22941,33327.7,25617.5,38465,31498.8,48719.6,40051.2,1.75548,2.58545,0.249192,0,32.9428,999.9,58.082,35.601,33.4248,29.1701,-100,3,0.502904,0,20.2435,5.20456,11.956,4.96935,3.294,9999,7158,9999,113.5,4.97379,1.87304,1.871,1.87241,1.8729,1.87364,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.5,0.0319,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,79.7,79.8,0.155029,4.99756,2.64526,2.7417,2.8479,2.28638,38.8457,15.3579,2,391.907,1201.43,34.2081,33.9252,30.0004,33.8162,33.7227,-1,40,10,-999.9,400,20,101.213,93.9757
37,1784215042,4403.1,20260716 23:17:22,23:17:22,15,,1784215034,0.001168414,1.168413971,1.836168748,403.4983666,265.9743795,27.01388431,40.98160964,0.026144809,1.388758955,0.025874415,0.01619557,287.4322467,39.13706059,37.27102,6.398747834,32.7314222,2.002008994,6.116474199,4.39673884,-51.52705613,-61.82279362,-10.58577189,163.496625,0.638147539,1.40494967,1.836168748,412.2694339,410.2232485,-0.084550743,60.84430493,1.168413971,17.80447426,19.51452242,-0.02936803,69.65,43,10,1.003438667,0.34386674,25095.68837,1500.008667,1261.22258,0.840810195,0.191620391,6,0.5,0: Broadleaf,2,TRUE,1784215034,403.5422667,405.1493333,19.71146,17.87791333,416.9913333,19.73912,449.1104,101.4657333,0.10000528,36.44529333,37.27102,999.9,0,0,4998.124,0,29.4558,-1.607129933,411.6568667,412.5247333,1.833538667,405.1493333,17.87791333,2.000037333,1.813996,17.44436667,15.90757333,1500.008667,0.972994,0.02700584,0,2.06866,0,16131.59333,12843.94667,46.6912,48.51653333,47.625,47.312,46.75826667,1459.498667,40.51,0,1784215040,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-1.376145857,-12.69335049,2.833051074,0,1.816495238,-0.050936104,0.109509111,1,1,2,1/2,3.02227,2.75946,0.0934522,0.093348,0.0961263,0.0897233,31886.8,22952.4,33320,25612.7,38523.6,31542.4,48709,40044.2,1.75622,2.58375,0.246935,0,33.3078,999.9,57.111,35.691,33.0287,29.1401,-100,3,0.511367,0,20.2439,5.20411,11.956,4.96905,3.294,9999,7158,9999,113.5,4.97377,1.87307,1.87095,1.87241,1.87292,1.87365,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.444,-0.0685,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,81.7,81.8,0.155029,4.99756,2.64526,2.74048,2.8479,2.27661,38.9445,15.3053,2,392.747,1200.35,34.307,34.014,30.0004,33.8874,33.7902,-1,40,10,-999.9,400,20,101.19,93.9588
38,1784215261,4622.1,20260716 23:21:01,23:21:01,15,,1784215253,0.00113439,1.134390214,1.21071665,400.1967009,298.6795635,30.33593982,40.6467148,0.025551014,1.389301837,0.025292798,0.015830981,287.4294125,39.10541607,37.16354375,6.361378757,32.67705405,1.993430811,6.100399405,4.367947946,-50.02660843,-57.3930924,-9.816049706,170.193662,-1.856781326,1.179209614,1.21071665,404.1708478,404.7033333,-0.408283444,60.84430493,1.134390214,18.06571185,19.58620182,-0.006147344,69.65,43,10,1.003436008,0.343600787,25115.04625,1499.99375,1261.21005,0.840810203,0.191620407,6,0.5,0: Broadleaf,2,TRUE,1784215253,400.225625,398.3875625,19.6267875,18.09066875,413.647125,19.67179375,449.976,101.4668125,0.100028788,36.39728125,37.16354375,999.9,0,0,5000.74125,0,25.29325625,1.838188458,408.2380625,405.7275,1.5361225,398.3875625,18.09066875,1.991466875,1.835603125,17.37666875,16.0932875,1499.99375,0.972994063,0.027005775,0,2.1064625,0,15970.5375,12843.8125,46.875,48.644375,47.75,47.511625,46.937,1459.48375,40.51,0,1784215259,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,1.573664917,1.739369847,1.402591932,0,1.5304885,0.083315639,0.020745958,1,1,2,1/2,3.02377,2.75946,0.0923235,0.0907315,0.0963222,0.0896697,31916.4,23012.6,33310.1,25606.7,38505.3,31535.5,48696.2,40035.3,1.7578,2.5796,0.237405,0,33.3471,999.9,56.709,35.842,33.0703,29.0801,-100,3,0.522927,0,20.2436,5.20187,11.956,4.9682,3.294,9999,7158,9999,113.6,4.97378,1.87306,1.871,1.87241,1.8729,1.87364,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.392,-0.0533,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,85.3,85.4,0.155029,4.99756,2.64526,2.7417,2.8479,2.23877,39.0683,15.2966,2,394.424,1196.9,34.4145,34.1594,30.0001,34.0211,33.9141,-1,40,10,-999.9,400,20,101.162,93.9375
39,1784215908,5269,20260716 23:31:48,23:31:48,15,,1784215900,0.000829247,0.829246974,1.155611105,428.9245559,301.2660652,30.59822206,43.56391351,0.018393362,1.389638189,0.018259174,0.011423958,287.425725,39.64434114,37.34425,6.42431864,32.14538818,2.003053398,6.231231015,4.421265242,-36.56979156,-41.90548065,-7.185170848,201.7652819,-2.666863641,0.904760919,1.155611105,435.8745126,434.5534667,-0.04720139,60.79674715,0.829246974,18.60591006,19.69418242,-0.00041799,69.65,44,10,1.003519259,0.351925863,25093.26649,1499.9775,1261.1961,0.840810012,0.191620024,6,0.5,0: Broadleaf,2,TRUE,1784215900,428.9521875,425.9211875,19.7218,18.54148125,442.382625,20.158925,449.24025,101.4655,0.099945263,36.7849,37.34425,999.9,0,0,5002.460625,0,4.08801125,3.03086475,437.5823125,433.96775,1.180306875,425.9211875,18.54148125,2.001084375,1.881323125,17.45289375,16.4793125,1499.9775,0.972998125,0.027001606,0,1.949,0,16340.76875,12843.70625,47.3710625,49.187,48.253875,48,47.375,1459.4775,40.5,0,1784215906,0,1784215309,23:21:49,1784215291,1784215309,4,0.224,-0.519,-13.306,-0.669,421,19,0.58,0.15,3.9898923,-40.18185365,4.214119721,0,1.2067935,-0.916898797,0.089759837,0,0,2,0/2,3.02228,2.75946,0.0972425,0.0962432,0.0981851,0.091506,31722.7,22858.5,33289.6,25591.5,38406.5,31453.7,48670.7,40014.8,1.74878,2.5743,0.224505,0,33.7033,999.9,56.586,36.275,33.7928,29.4601,-100,3,0.548882,0,20.2438,5.20276,11.956,4.9686,3.294,9999,7158,9999,113.7,4.97383,1.87306,1.87101,1.87241,1.87293,1.87369,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.406,-0.442,-9.380287889,-0.010281863,2.60765E-06,-1.39012E-10,-1.648918624,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,10.3,10,0.155029,4.99756,2.64526,2.73926,2.8479,2.24121,39.3917,15.1915,2,391.288,1195.18,34.7362,34.4459,30.0002,34.3142,34.2083,-1,40,10,-999.9,400,20,101.105,93.8864
40,1784216028,5389,20260716 23:33:48,23:33:48,15,,1784216020,0.000864992,0.864992146,0.66360338,409.1139918,326.3886117,33.14899534,41.55083028,0.01911146,1.389146307,0.018966584,0.01186704,287.4286067,39.60379271,37.30011333,6.408896188,31.62394075,1.968023501,6.223207654,4.440872686,-38.14615362,-40.35012627,-6.918670464,202.0136563,2.036331406,0.828355567,0.66360338,417.7525827,417.6982303,-0.159199654,60.79674715,0.864992146,18.2497314,19.38226242,-0.000153709,69.65,44,10,1.003520952,0.352095176,25081.24215,1499.992667,1261.20884,0.840810004,0.191620008,6,0.5,0: Broadleaf,2,TRUE,1784216020,409.1298667,412.2890667,19.37737333,18.29758,422.3983333,19.88593333,449.7515333,101.4629333,0.100032273,36.76133333,37.30011333,999.9,0,0,5000.167333,0,4.399884,-3.1594158,417.2143333,419.9739333,1.079795333,412.2890667,18.29758,1.966083333,1.856525333,17.1738,16.27097333,1499.992667,0.972998667,0.02700106,0,1.972286667,0,16232.8,12843.82667,47.5,49.312,48.38326667,48.125,47.5,1459.492667,40.5,0,1784216026,0,1784215309,23:21:49,1784215291,1784215309,4,0.224,-0.519,-13.306,-0.669,421,19,0.58,0.15,-3.48708235,17.38536275,2.332658131,0,1.065731,0.462565714,0.050022645,0,0,2,0/2,3.02324,2.75952,0.0944422,0.0934956,0.0971853,0.090066,31817.5,22926.5,33286.1,25590.1,38445.7,31501.3,48666.1,40012.6,1.75098,2.57293,0.223868,0,33.7115,999.9,55.714,36.336,33.3854,28.9501,-100,3,0.552454,0,20.244,5.20202,11.956,4.9693,3.294,9999,7158,9999,113.8,4.97375,1.87303,1.87098,1.87241,1.87287,1.87365,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.272,-0.509,-9.380287889,-0.010281863,2.60765E-06,-1.39012E-10,-1.648918624,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,12.3,12,0.155029,4.99756,2.64526,2.73926,2.8479,2.22778,39.4416,15.1565,2,392.736,1194.03,34.7684,34.4881,30.0001,34.3555,34.2492,-1,40,10,-999.9,400,20,101.095,93.8812
41,1784216148,5509,20260716 23:35:48,23:35:48,15,,1784216140,0.000853312,0.853312287,0.952763594,415.0818897,306.6653102,31.14512809,42.15598632,0.018724465,1.389893966,0.018585448,0.011628309,287.4294933,39.66436788,37.40169333,6.444439014,31.6349266,1.974767612,6.242365083,4.469671402,-37.63107184,-43.77025761,-7.506798709,198.5213652,0.223807615,0.8521684,0.952763594,420.7205822,421.4627212,-0.382777973,60.79674715,0.853312287,18.32958511,19.44457152,0.000148847,69.65,44,10,1.003518578,0.351857766,25098.1059,1499.997333,1261.21276,0.840810001,0.191620003,6,0.5,0: Broadleaf,2,TRUE,1784216140,415.1046667,415.8738667,19.44422,18.33380667,428.4222667,19.939,449.8923333,101.4606,0.100049507,36.81756,37.40169333,999.9,0,0,5003.960667,0,32.40794667,-0.769074267,423.3361333,423.6408,1.110426667,415.8738667,18.33380667,1.972824,1.860158667,17.22789333,16.30170667,1499.997333,0.973000333,0.026999353,0,1.98828,0,16118.42,12843.85333,47.687,49.437,48.562,48.2996,47.62913333,1459.497333,40.5,0,1784216146,0,1784215309,23:21:49,1784215291,1784215309,4,0.224,-0.519,-13.306,-0.669,421,19,0.58,0.15,0.991604571,-15.4458879,2.638775054,0,1.136662857,-0.319058182,0.039871084,0,0,2,0/2,3.02331,2.75937,0.0951407,0.0950339,0.0973848,0.0906547,31790.8,22886,33284,25588.4,38435.2,31479.1,48663.4,40010.3,1.7512,2.57188,0.228409,0,33.7305,999.9,55.64,36.396,33.4488,28.9201,-100,3,0.555234,0,20.244,5.20456,11.956,4.969,3.294,9999,7158,9999,113.8,4.97381,1.87305,1.87101,1.87241,1.87295,1.87363,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.306,-0.4948,-9.380287889,-0.010281863,2.60765E-06,-1.39012E-10,-1.648918624,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,14.3,14,0.155029,4.99756,2.64526,2.73926,2.8479,2.23877,39.4916,15.1477,2,393.084,1193.32,34.8165,34.5187,30.0003,34.3926,34.2886,-1,40,10,-999.9,400,20,101.09,93.8756
42,1784216268,5629,20260716 23:37:48,23:37:48,15,,1784216260,0.000871529,0.871528834,0.901667423,429.1140904,325.627398,33.07030634,43.58028382,0.019150239,1.389247878,0.019004786,0.011890968,287.4320267,39.72824512,37.48875333,6.475037327,32.10973165,2.012326059,6.267028577,4.462711268,-38.43442159,-44.86537908,-7.704126379,196.4280996,-2.840793264,0.861669691,0.901667423,431.2982879,433.5533394,-0.654450655,60.79674715,0.871528834,18.62599589,19.79584364,-0.005061688,69.65,44,10,1.003521985,0.352198515,25073.90885,1500.010667,1261.22396,0.840809994,0.191619988,6,0.5,0: Broadleaf,2,TRUE,1784216260,429.1356667,425.8543333,19.81440667,18.69233333,442.5677333,20.23212667,450.0091333,101.4587333,0.100000793,36.88972667,37.48875333,999.9,0,0,5000.874,0,34.36171333,3.2812606,437.8106667,433.9663333,1.122055333,425.8543333,18.69233333,2.010342667,1.896500667,17.52602667,16.60564667,1500.010667,0.973001333,0.026998313,0,2.07036,0,16006.92667,12843.96667,47.87913333,49.68286667,48.80373333,48.50826667,47.8162,1459.510667,40.5,0,1784216266,0,1784215309,23:21:49,1784215291,1784215309,4,0.224,-0.519,-13.306,-0.669,421,19,0.58,0.15,1.50261595,34.3025109,3.749377031,0,1.1001835,0.63779594,0.067443443,0,0,2,0/2,3.02327,2.75941,0.0969447,0.0944452,0.0984291,0.0914117,31722,22897.1,33278.5,25584.4,38385.2,31447.7,48656.4,40004.8,1.75058,2.5693,0.22842,0,33.8028,999.9,55.988,36.467,33.793,28.4401,-100,3,0.561377,0,20.2441,5.20471,11.956,4.96925,3.294,9999,7158,9999,113.8,4.97378,1.87304,1.871,1.87241,1.8729,1.87365,1.87332,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.393,-0.4224,-9.380287889,-0.010281863,2.60765E-06,-1.39012E-10,-1.648918624,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,16.3,16,0.155029,4.99756,2.64526,2.73926,2.8479,2.26074,39.5666,15.1215,2,393.083,1190.74,34.8904,34.5781,30.0004,34.4489,34.3437,-1,40,10,-999.9,400,20,101.074,93.8619
43,1784216388,5749,20260716 23:39:48,23:39:48,15,,1784216380,0.000858732,0.858731533,0.996424898,421.3283392,307.194818,31.19762085,42.78861819,0.018469646,1.389224635,0.018334307,0.011471019,287.4306333,39.94850547,37.73435333,6.562037095,31.63668279,2.006048307,6.340893324,4.555988788,-37.8700606,-47.18140765,-8.120009291,194.2591558,2.101825066,0.853166979,0.996424898,434.0022906,431.2591212,0.261586961,60.79674715,0.858731533,18.64742614,19.76820667,0.000209323,69.65,44,10,1.003524514,0.35245143,25055.9793,1500.003333,1261.2178,0.840809998,0.191619996,6,0.5,0: Broadleaf,2,TRUE,1784216380,421.3522,424.6232667,19.75303333,18.64222667,434.7206667,20.18362667,450.115,101.4564,0.10006846,37.10439333,37.73435333,999.9,0,0,5000.874667,0,32.96266,-3.271034667,429.8428,432.6896,1.110815333,424.6232667,18.64222667,2.004072,1.891372667,17.47653333,16.56312667,1500.003333,0.973000333,0.026999353,0,2.0037,0,15895.53333,12843.91333,47.9412,49.80373333,48.92873333,48.5662,47.937,1459.503333,40.5,0,1784216386,0,1784215309,23:21:49,1784215291,1784215309,4,0.224,-0.519,-13.306,-0.669,421,19,0.58,0.15,-3.5256305,3.042842256,1.322559818,0,1.1111165,0.052295188,0.017245013,1,1,2,1/2,3.02382,2.75938,0.0966426,0.0958923,0.0983441,0.0916288,31728.9,22858.2,33275,25582.1,38385.5,31437.3,48651.9,40001.4,1.75137,2.56712,0.236537,0,33.9528,999.9,55.885,36.517,33.8256,28.6501,-100,3,0.565302,0,20.2438,5.20471,11.9562,4.9693,3.294,9999,7158,9999,113.9,4.97381,1.87304,1.87099,1.87241,1.87287,1.87366,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.379,-0.4273,-9.380287889,-0.010281863,2.60765E-06,-1.39012E-10,-1.648918624,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,18.3,18,0.155029,4.99756,2.64526,2.73926,2.8479,2.25342,39.5917,15.0952,2,393.837,1188.64,34.9642,34.6347,30,34.5015,34.3933,-1,40,10,-999.9,400,20,101.064,93.8537
