obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_des,CO2_hrs,AccH2O_hum,AccCO2_soda,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
89,1786557183,11659.1,20260813 01:53:03,01:53:03,15,,1786557175,0.001445805,1.445805361,-0.864473252,299.3372571,314.2299648,31.88181926,30.37080291,0.045933541,1.386990195,0.045104879,0.028263756,287.42978,38.26340436,35.87546,5.928042207,47.94800688,2.815949345,5.872922627,3.112092862,-63.76001642,-12.68639697,-2.152625533,208.8307411,10.43769209,1.448239459,-0.864473252,326.8073947,319.5290909,1.558395517,60.84716422,1.445805361,25.80215373,27.72602121,-0.001895234,69.65,50,11,1.003998517,0.399851652,25109.27519,1500.002,1261.21638,0.840809799,0.191619598,6,0.5,0: Broadleaf,2,TRUE,1786557175,299.3166,314.047,27.75424,25.84686667,313.6248,27.56273333,441.1124667,101.3601333,0.100016367,35.7058,35.87546,999.9,0,0,4994.624,0,47.32774,-14.7304676,307.8609333,322.3793333,1.907366,314.047,25.84686667,2.813175333,2.619844667,22.96158,21.79076667,1500.002,0.973007067,0.0269926,0,2.595,0,10210.18667,12843.93333,45.875,47.6622,46.75,46.437,45.937,1459.512,40.49,0,1786557180,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-10.42798371,-62.69731979,19.39906295,0,1.905010952,0.235302857,0.052668078,0,0,2,0/2,3.01514,2.75949,0.0766984,0.0791314,0.125544,0.115123,32531.7,23250.5,33370.4,25538.9,37254.8,30571.2,48782.4,39934.9,1.73883,2.6189,0.193194,0,32.7457,999.9,54.432,36.265,32.5229,29.0175,-100,3,0.410285,0,20.2451,5.20037,11.956,4.96815,3.29402,9999,156.3,9999,7168.5,4.97378,1.87302,1.87088,1.87241,1.87286,1.87364,1.87325,1.87766,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,113.6,113.3,0.153809,4.99756,2.64526,2.71606,2.8479,2.27539,38.4524,14.2371,2,376.582,1227.74,33.8412,32.8527,30.0003,32.7443,32.6529,-1,40,10,-999.9,400,20,101.343,93.6968
90,1786557303,11779.1,20260813 01:55:03,01:55:03,15,,1786557295,0.001157517,1.157516679,1.505748856,403.6161203,320.6297875,32.53010147,40.94963681,0.037590484,1.388016433,0.037033947,0.023195533,287.4294,38.47408439,35.95966667,5.95556597,49.59060911,2.92323006,5.894725054,3.03233591,-51.04648554,-13.96291757,-2.369216158,220.0507807,-4.82549066,1.102102648,1.505748856,397.7638338,406.1931636,-1.935756226,60.84716422,1.157516679,27.25876399,28.79425212,-0.001091837,69.65,50,11,1.003994681,0.399468076,25133.2895,1500,1261.2147,0.8408098,0.1916196,6,0.5,0: Broadleaf,2,TRUE,1786557295,403.6520667,397.7213333,28.81253333,27.36302,417.9602667,28.62103333,441.2363333,101.3569333,0.099957867,35.77307333,35.95966667,999.9,0,0,4999.833333,0,46.73492,5.930662533,415.6273333,408.9116,1.449507333,397.7213333,27.36302,2.920350667,2.773432,23.58062667,22.72671333,1500,0.973006667,0.026993027,0,3.149,0,10313.18,12843.91333,45.875,47.64153333,46.79546667,46.51653333,46,1459.51,40.49,0,1786557300,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,0.631282286,102.1814472,11.00780235,0,1.401612381,1.088403117,0.113300825,0,0,2,0/2,3.01469,2.75949,0.0920149,0.087952,0.129261,0.119614,31992,23012.1,33370,25521.2,37090.3,30396.7,48781.5,39911.2,1.73778,2.61847,0.195213,0,32.8092,999.9,57.459,36.245,34.2952,29.0175,-100,3,0.410353,0,20.2448,5.20052,11.956,4.96945,3.29405,9999,156.3,9999,7168.5,4.97362,1.87302,1.87088,1.87238,1.87286,1.87363,1.87328,1.87763,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.309,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,115.6,115.3,0.153809,4.99756,2.64526,2.71606,2.8479,2.27051,38.4279,14.2108,2,376.068,1227.13,33.8382,32.8634,29.9999,32.7502,32.6536,-1,40,10,-999.9,400,20,101.341,93.6375
91,1786557424,11900,20260813 01:57:04,01:57:04,15,,1786557416,0.001039337,1.039337401,3.515403962,399.1887,213.0769605,21.61765145,40.49955547,0.033333162,1.38882914,0.032895008,0.020598267,287.419425,38.59855793,36.05843125,5.987989525,49.40918692,2.923246844,5.916403458,3.064742681,-45.8347794,-16.37366163,-2.778875034,222.4321089,4.110326395,1.037040565,3.515403962,420.7288334,412.8699394,0.537105763,60.84716422,1.039337401,27.45787751,28.83155818,0.000421502,69.65,50,11,1.003991825,0.399182495,25151.1987,1499.9475,1261.1706,0.840809828,0.191619657,6,0.5,0: Broadleaf,2,TRUE,1786557416,399.2725625,405.4194375,28.81333125,27.44565625,413.5809375,28.6218125,440.0329375,101.3546875,0.0999766,35.83975,36.05843125,999.9,0,0,5003.945625,0,43.19240625,-6.146927063,411.11825,416.860625,1.367665625,405.4194375,27.44565625,2.920366875,2.781748125,23.58071875,22.77615,1499.9475,0.973005625,0.026994088,0,2.8109375,0,10344.25,12843.475,45.8474375,47.625,46.75,46.492125,45.95275,1459.4575,40.49,0,1786557420,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-10.05484348,36.8204181,7.749711437,0,1.349891905,0.419718701,0.067902017,0,0,2,0/2,3.01347,2.7594,0.0935497,0.0934737,0.129449,0.120676,31942.9,22871,33374.9,25518.9,37085.6,30358.3,48788.3,39908.4,1.73615,2.619,0.195883,0,32.9007,999.9,57.936,36.225,34.5421,29.0875,-100,3,0.405483,0,20.2447,5.20426,11.956,4.9692,3.2941,9999,156.3,9999,7168.5,4.97364,1.87302,1.87088,1.87237,1.87286,1.87363,1.87326,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,117.6,117.3,0.153809,4.99756,2.64526,2.71729,2.8479,2.2644,38.4034,14.1933,2,374.978,1227.22,33.8513,32.8123,29.9999,32.7094,32.6205,-1,40,10,-999.9,400,20,101.356,93.6301
92,1786557544,12020,20260813 01:59:04,01:59:04,15,,1786557536,0.001021565,1.021564504,4.12419678,375.1490268,159.0408734,16.13606191,38.06208927,0.032921696,1.387000443,0.032493662,0.020346532,287.4271133,38.55422744,35.99642667,5.967616095,49.4669426,2.91754103,5.897961096,3.050075066,-45.05099465,-15.95619454,-2.710031903,223.7098922,13.86094296,1.019486571,4.12419678,414.591116,397.857497,2.001329001,60.84716422,1.021564504,27.48338867,28.79866485,0.006397725,69.65,50,11,1.003999465,0.399946457,25103.34691,1499.987333,1261.20412,0.840809847,0.191619694,6,0.5,0: Broadleaf,2,TRUE,1786557536,375.2476,394.6294,28.75598,27.40891333,389.556,28.56448,439.2250667,101.3586,0.099984607,35.78304,35.99642667,999.9,0,0,4994.75,0,49.02590667,-19.38181333,386.3578667,405.7512667,1.347070667,394.6294,27.40891333,2.914664,2.778126667,23.54828667,22.75465333,1499.987333,0.973005467,0.02699426,0,2.326333333,0,10362.89333,12843.78667,45.812,47.562,46.75,46.375,45.937,1459.495333,40.492,0,1786557540,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-17.920135,-46.75107519,5.05821124,0,1.36981,-0.554649925,0.054276073,0,0,2,0/2,3.0135,2.75945,0.0913149,0.095696,0.129364,0.120814,32025.4,22813.2,33378.6,25516.7,37091.3,30351.8,48793.4,39905.7,1.73662,2.62015,0.191912,0,32.8978,999.9,58.168,36.195,34.6226,29.0575,-100,3,0.401192,0,20.2449,5.20306,11.956,4.96925,3.29408,9999,156.4,9999,7168.5,4.97364,1.87302,1.87088,1.87237,1.87287,1.87363,1.87325,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.309,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,119.6,119.3,0.152588,4.99756,2.64526,2.71606,2.8479,2.26196,38.379,14.1846,2,374.968,1228,33.8456,32.7649,29.9999,32.6659,32.5779,-1,40,10,-999.9,400,20,101.367,93.6231
93,1786557664,12140,20260813 02:01:04,02:01:04,15,,1786557656,0.001148042,1.148041951,2.910455063,323.3938786,181.8951784,18.45409021,32.80977463,0.03664393,1.387569195,0.036114688,0.022618594,287.4285133,38.50529591,36.0119,5.972694668,48.93053072,2.888420674,5.903105139,3.084273994,-50.62865002,-15.93580713,-2.705871194,218.158185,5.237544172,1.135284692,2.910455063,341.3523548,335.1755091,0.383379824,60.84716422,1.148041951,27.00293369,28.50519152,0.003217055,69.65,50,11,1.003997044,0.399704414,25118.48778,1499.995333,1261.21078,0.840809803,0.191619605,6,0.5,0: Broadleaf,2,TRUE,1786557656,323.4634,331.0852667,28.4701,26.97076,337.7715333,28.27857333,439.5707333,101.3545333,0.09999874,35.79887333,36.0119,999.9,0,0,4997.75,0,65.21702667,-7.621858667,332.9422667,340.2624667,1.499334,331.0852667,26.97076,2.885572667,2.73361,23.38196,22.48854,1499.995333,0.973007,0.02699268,0,2.413666667,0,10327.37333,12843.88,45.75413333,47.562,46.687,46.3162,45.875,1459.505333,40.49,0,1786557660,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-4.771132905,-36.43999574,3.861927856,0,1.550368095,-0.691355065,0.084932807,0,0,2,0/2,3.01394,2.75938,0.080137,0.0817276,0.128341,0.119315,32420.2,23171.1,33379.5,25522.9,37135.1,30408.5,48794.8,39913.9,1.7381,2.6205,0.19367,0,32.8882,999.9,57.282,36.165,34.0419,29.2375,-100,3,0.399009,0,20.2449,5.20471,11.956,4.9691,3.294,9999,156.4,9999,7168.5,4.97372,1.87302,1.87088,1.8724,1.87287,1.87363,1.87324,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,121.6,121.3,0.153809,4.99756,2.64526,2.71606,2.8479,2.28394,38.3301,14.1583,2,375.531,1227.85,33.8307,32.7316,30.0001,32.6311,32.5463,-1,40,10,-999.9,400,20,101.369,93.6438
94,1786557784,12260,20260813 02:03:04,02:03:04,15,,1786557776,0.000925411,0.925410611,2.1696416,385.881722,251.8119788,25.54757462,39.14961527,0.029713346,1.387810591,0.029364398,0.018383759,287.4231933,38.61572639,36.06299333,5.989490915,49.68518812,2.932757897,5.902680473,3.056733018,-40.81060795,-19.85912886,-3.372272947,223.3811836,17.60658653,0.975098304,2.1696416,443.5626768,419.2989333,3.881645908,60.84716422,0.925410611,27.74606011,28.93821515,0.005635918,69.65,50,11,1.003995927,0.399592704,25125.48192,1499.967333,1261.18726,0.840809818,0.191619635,6,0.5,0: Broadleaf,2,TRUE,1786557776,385.9335333,410.4002,28.90699333,27.61893333,400.2418667,28.71548,439.2793333,101.355,0.099961547,35.79756667,36.06299333,999.9,0,0,4998.915333,0,63.12642667,-24.466624,397.4220667,422.0583333,1.288056667,410.4002,27.61893333,2.929864667,2.799314667,23.63460667,22.87995333,1499.967333,0.973005733,0.02699398,0,2.167666667,0,10398.71333,12843.62,45.75,47.604,46.687,46.3204,45.875,1459.477333,40.49,0,1786557780,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-19.767829,-93.65644511,16.8719261,0,1.3176005,-0.840599549,0.089930581,0,0,2,0/2,3.013,2.75949,0.0944224,0.09712,0.129857,0.121159,31919.3,22774,33381.8,25512.7,37071,30335.9,48797.8,39900.3,1.73673,2.62197,0.196084,0,32.8867,999.9,58.509,36.155,34.751,29.2075,-100,3,0.396613,0,20.2449,5.20501,11.956,4.9692,3.29408,9999,156.4,9999,7168.5,4.97369,1.87302,1.87088,1.87239,1.87286,1.87364,1.87318,1.87766,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,123.6,123.3,0.153809,4.99756,2.64526,2.71606,2.8479,2.229,38.3301,14.1495,2,374.643,1229.38,33.8266,32.7026,30,32.6021,32.5168,-1,40,10,-999.9,400,20,101.376,93.6098
95,1786557904,12380,20260813 02:05:04,02:05:04,15,,1786557896,0.001110219,1.110219427,2.455336868,380.7134025,253.3154842,25.7010329,38.62664658,0.035687719,1.388270107,0.035185782,0.022035623,287.4389,38.49054767,36.03447333,5.980110296,49.5412178,2.919180198,5.892427211,3.060930098,-48.96067673,-20.09422935,-3.410070686,214.9739232,-0.927426937,1.084703892,2.455336868,391.8990834,389.6845515,-0.227876123,60.84716422,1.110219427,27.27860211,28.76236,-0.000433283,69.65,50,11,1.003993441,0.399344125,25141.05953,1500.05,1261.2567,0.840809773,0.191619546,6,0.5,0: Broadleaf,2,TRUE,1786557896,380.772,380.0705333,28.77213333,27.33108,395.0803333,28.58061333,436.8388667,101.3586,0.09999412,35.76599333,36.03447333,999.9,0,0,5001,0,48.40628,0.701354333,392.0522667,390.7503333,1.441038667,380.0705333,27.33108,2.916303333,2.770241333,23.55762,22.70779333,1500.05,0.973007,0.026992693,0,2.032,0,10383.20667,12844.34,45.687,47.55373333,46.64153333,46.187,45.812,1459.56,40.49,0,1786557900,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-0.97857425,33.60361827,4.321862211,0,1.424403,0.504750677,0.051915652,0,0,2,0/2,3.01128,2.75952,0.0894392,0.0854726,0.129229,0.119745,32095.5,23071.8,33382.4,25517.2,37098.6,30388.2,48799,39906.2,1.7338,2.62215,0.200242,0,32.8114,999.9,57.783,36.134,34.2809,28.8776,-100,3,0.39544,0,20.2453,5.20112,11.956,4.9694,3.2941,9999,156.5,9999,7168.5,4.9737,1.87302,1.87088,1.87237,1.87286,1.87363,1.87325,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,125.6,125.3,0.153809,4.99756,2.64526,2.71606,2.8479,2.2644,38.3056,14.1583,2,372.985,1229.08,33.7884,32.6822,30,32.579,32.4902,-1,40,10,-999.9,400,20,101.378,93.6247
96,1786558024,12500,20260813 02:07:04,02:07:04,15,,1786558016,0.000908411,0.908411325,3.105704354,409.7349084,220.5373242,22.37548542,41.5712737,0.028969587,1.388747223,0.028638006,0.017928229,287.42484,38.64570987,36.10359333,6.00286686,49.51029432,2.926156617,5.910198389,3.076710242,-40.06093944,-21.18126183,-3.595470398,222.5871683,14.09604695,0.920836849,3.105704354,452.2021788,435.7231636,2.202004323,60.84716422,0.908411325,27.71464432,28.8837903,0.006643359,69.65,50,11,1.003991977,0.399197716,25150.24352,1499.976,1261.19454,0.840809813,0.191619626,6,0.5,0: Broadleaf,2,TRUE,1786558016,409.809,429.599,28.84079333,27.61828667,424.1173333,28.64929333,437.1106667,101.3589333,0.100016967,35.82068667,36.10359333,999.9,0,0,5003.332667,0,47.25108667,-19.78999333,421.9794,441.8014,1.222508,429.599,27.61828667,2.923274667,2.799362667,23.59724,22.88028,1499.976,0.9730064,0.02699328,0,2.153333333,0,10398.42,12843.7,45.7038,47.55373333,46.625,46.30373333,45.812,1459.486,40.49,0,1786558020,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-19.266635,-17.92624511,4.819310477,0,1.2464315,-0.652440451,0.066893782,0,0,2,0/2,3.01138,2.75946,0.0974864,0.0986372,0.129702,0.121456,31815.5,22733.7,33385.9,25510.1,37081.2,30322.7,48803.3,39896.2,1.73445,2.62418,0.197798,0,32.9212,999.9,58.583,36.104,34.6975,28.9676,-100,3,0.392091,0,20.2451,5.20531,11.956,4.9694,3.294,9999,156.5,9999,7168.5,4.97375,1.87302,1.87088,1.8724,1.87286,1.87363,1.87326,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,127.6,127.3,0.153809,4.99756,2.64648,2.71729,2.8479,2.27417,38.3056,14.1408,2,373.135,1231.34,33.7957,32.6509,29.9999,32.5472,32.458,-1,40,10,-999.9,400,20,101.388,93.6002
97,1786558144,12620,20260813 02:09:04,02:09:04,15,,1786558136,0.001136933,1.136933066,2.842149674,348.725188,206.8303311,20.98338986,35.3789337,0.036048395,1.38853607,0.035536437,0.022255665,287.4364933,38.49640781,36.10844667,6.004467558,49.18093299,2.901122741,5.898876992,3.103344817,-50.13874822,-24.14843676,-4.099168552,209.0501398,-5.103780746,1.322892777,2.842149674,355.2312501,352.7811333,-0.28315609,60.84716422,1.136933066,26.92493931,28.50289333,-0.010182071,69.65,50,11,1.003992446,0.399244643,25147.29915,1500.037333,1261.24606,0.84080978,0.19161956,6,0.5,0: Broadleaf,2,TRUE,1786558136,348.793,342.4573333,28.59596,26.84168,363.1013333,28.40446,437.719,101.3522,0.099989073,35.78586,36.10844667,999.9,0,0,5002.625333,0,57.56470667,6.335626667,359.0611333,351.9033333,1.754284,342.4573333,26.84168,2.898262,2.720463333,23.45463333,22.40918667,1500.037333,0.9730076,0.026992087,0,2.195,0,10372.2,12844.24,45.6954,47.562,46.6374,46.25,45.8246,1459.547333,40.49,0,1786558140,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,13.6358219,-115.6218195,12.23873331,0,1.81773619,-1.105334026,0.126949469,0,0,2,0/2,3.01122,2.75933,0.0832621,0.0820908,0.128333,0.119092,32318.3,23158,33387.4,25518.1,37140.9,30411.6,48805.8,39907.3,1.7349,2.62462,0.193387,0,32.9741,999.9,57.411,36.094,33.986,28.9976,-100,3,0.389787,0,20.2447,5.20516,11.956,4.9693,3.294,9999,156.5,9999,7168.5,4.97367,1.87301,1.87088,1.87238,1.87286,1.87363,1.8733,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.309,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,129.6,129.3,0.153809,4.99756,2.64526,2.71729,2.8479,2.27417,38.2812,14.1233,2,373.165,1231.38,33.8044,32.6156,30.0001,32.5126,32.4286,-1,40,10,-999.9,400,20,101.393,93.6275
98,1786558264,12740,20260813 02:11:04,02:11:04,15,,1786558256,0.001089621,1.089620577,0.667003927,379.2418755,330.4551284,33.52329233,38.47250403,0.034969216,1.387820247,0.034486986,0.021597139,287.4329467,38.46967952,36.02118667,5.975744488,49.48866842,2.910939185,5.882031743,3.064805303,-48.05226744,-21.49234184,-3.647714972,214.2406224,-3.96786961,0.986926892,0.667003927,376.9308616,383.8967091,-1.439192379,60.84716422,1.089620577,27.22684537,28.68158485,-0.000280686,69.65,50,11,1.003994999,0.399499936,25131.29314,1500.018667,1261.23038,0.84080979,0.19161958,6,0.5,0: Broadleaf,2,TRUE,1786558256,379.2578,374.3460667,28.69452,27.38389333,393.5662,28.50302,437.0491333,101.3458,0.100022593,35.73393333,36.02118667,999.9,0,0,4999.416667,0,57.13596,4.911732733,390.4619333,384.8874667,1.310635333,374.3460667,27.38389333,2.908073333,2.775246667,23.51072667,22.73738,1500.018667,0.973007667,0.026992,0,3.2,0,10409.93333,12844.06667,45.6912,47.55786667,46.625,46.3246,45.812,1459.528667,40.49,0,1786558260,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,2.3241767,100.8883525,11.76637925,0,1.306306,0.759122707,0.121741682,0,0,2,0/2,3.01146,2.75949,0.0881216,0.0821362,0.12893,0.119383,32149.1,23155.7,33389.3,25516.6,37116.3,30399.9,48808.4,39905.4,1.73547,2.62503,0.196029,0,32.8635,999.9,57.759,36.084,34.1763,28.9676,-100,3,0.387879,0,20.2449,5.20486,11.956,4.9692,3.2941,9999,156.6,9999,7168.5,4.97375,1.87302,1.87088,1.87236,1.87286,1.87364,1.87323,1.87768,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.309,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,131.6,131.3,0.153809,4.99756,2.64526,2.71606,2.8479,2.28271,38.2812,14.1145,2,373.327,1231.36,33.7742,32.596,30,32.4896,32.3993,-1,40,10,-999.9,400,20,101.398,93.6226
99,1786558384,12860,20260813 02:13:04,02:13:04,15,,1786558376,0.000906009,0.906008564,2.663478912,353.0413876,189.3924123,19.21157375,35.81178661,0.028723035,1.388478198,0.028396977,0.017777097,287.43738,38.58339444,36.06636667,5.990601295,49.17370098,2.895977084,5.889280299,3.094624211,-39.95497765,-23.21073677,-3.938788765,220.3328768,11.69450692,0.83476512,2.663478912,383.2275845,373.2848121,1.126284804,60.84716422,0.906008564,27.43686341,28.60132364,0.006884169,69.65,50,11,1.003992239,0.399223896,25148.60077,1500.042,1261.24998,0.840809777,0.191619555,6,0.5,0: Broadleaf,2,TRUE,1786558376,353.1049333,369.4936667,28.54925333,27.44098667,367.4131333,28.35772667,437.2308,101.338,0.099927307,35.75629333,36.06636667,999.9,0,0,5003.041333,0,51.04005333,-16.38870347,363.4822667,379.919,1.108256667,369.4936667,27.44098667,2.893121333,2.780813333,23.42526,22.7706,1500.042,0.973008267,0.02699138,0,2.529,0,10398.4,12844.28667,45.729,47.562,46.625,46.3708,45.8372,1459.552,40.49,0,1786558380,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-15.1839446,26.81875723,7.92270019,0,1.143602,-0.38422015,0.076378703,0,0,2,0/2,3.01087,2.75944,0.0868144,0.084495,0.128703,0.120453,32195.7,23091.9,33389.8,25511.7,37126.4,30357,48809.5,39897.9,1.73417,2.62565,0.200223,0,32.8238,999.9,58.119,36.054,34.3322,28.8176,-100,3,0.386712,0,20.2446,5.20202,11.956,4.9693,3.294,9999,156.6,9999,7168.5,4.97365,1.87301,1.87088,1.87236,1.87286,1.87363,1.87328,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,133.6,133.3,0.153809,4.99756,2.64526,2.71729,2.8479,2.2583,38.2568,14.0883,2,372.534,1231.85,33.763,32.575,30.0001,32.4694,32.38,-1,40,10,-999.9,400,20,101.4,93.605
100,1786558504,12980,20260813 02:15:04,02:15:04,15,,1786558496,0.000760185,0.760184893,4.031870773,397.5290602,116.2346876,11.78972899,40.3215252,0.024243674,1.387682867,0.024010808,0.01502749,287.4215467,38.63912824,36.04826,5.984643325,49.53532394,2.914215295,5.883105354,3.07042803,-33.52415377,-23.26776547,-3.950016671,226.6796108,16.14323903,0.732406144,4.031870773,434.5242768,421.1819515,1.390907825,60.84716422,0.760184893,27.80091682,28.77605333,0.006211643,69.65,50,11,1.003995575,0.399557468,25127.68889,1499.958667,1261.17998,0.840809822,0.191619645,6,0.5,0: Broadleaf,2,TRUE,1786558496,397.6253333,420.1132,28.73118667,27.75798667,411.9335333,28.53968,436.7746667,101.3304,0.099983947,35.73724667,36.04826,999.9,0,0,4999.5,0,46.10653333,-22.48788667,409.3876667,432.1076,0.973197933,420.1132,27.75798667,2.911344,2.812730667,23.52937333,22.95897333,1499.958667,0.973006933,0.02699276,0,2.857,0,10420.20667,12843.57333,45.7332,47.562,46.625,46.42873333,45.854,1459.468667,40.49,0,1786558500,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-24.39727,55.48836992,8.683889676,0,0.9506634,0.245762256,0.044046463,0,0,2,0/2,3.01068,2.75938,0.0953661,0.0972206,0.129316,0.121693,31895.3,22763.9,33390.8,25503.6,37100.7,30307.1,48810.4,39886.8,1.73435,2.6273,0.20105,0,32.8004,999.9,58.906,36.034,34.7639,29.1176,-100,3,0.385422,0,20.2446,5.20396,11.956,4.9691,3.294,9999,156.6,9999,7168.5,4.97368,1.87302,1.87088,1.87238,1.87286,1.87363,1.87324,1.87765,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.309,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,135.6,135.3,0.153809,4.99756,2.64526,2.71729,2.8479,2.25342,38.2568,14.0795,2,372.523,1233.89,33.7501,32.5607,30,32.4522,32.3628,-1,40,10,-999.9,400,20,101.403,93.5774
