obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccH2O_hum,AccCO2_soda,AccH2O_des,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
90,1786470080,11686.1,20260812 01:41:20,01:41:20,15,,1786470072,0.00057745,0.577450319,0.104216975,165.8386473,147.0053839,14.94947849,16.86469723,0.016621569,1.390062949,0.016511938,0.010329751,287.42946,39.13620929,37.07844,6.331923056,48.81705086,2.937618834,6.017608157,3.394304222,-25.46555905,-69.70968715,-11.8967918,180.357422,-0.263325822,0.69775759,0.104216975,170.3291772,170.3998485,-0.039877575,60.81325532,0.577450319,27.9906025,28.80790545,-0.010014985,69.65,39,9,1.003110775,0.311077454,25152.14117,1499.994,1261.21026,0.840810203,0.191620406,6,0.5,0: Broadleaf,2,TRUE,1786470072,165.8411333,165.6434,28.88701333,27.97718,178.0142,28.23908,445.4250667,101.5934,0.100008047,36.14824667,37.07844,999.9,0,0,4998.25,0,30.73342667,0.19779144,170.7744,170.4110667,0.909827333,165.6434,27.97718,2.934732667,2.842300667,23.66213333,23.13181333,1499.994,0.972993333,0.0270068,0,2.425,0,19299.36667,12843.82,46.687,48.5,47.65393333,46.91633333,46.625,1459.484,40.51,0,1786470077,0,1786468507,01:15:07,1786468488,1786463468,4,-0.004,1.088,-12.173,0.648,168,28,0.31,0.1,0.43717458,-4.90797452,0.554269978,0,0.87932575,0.107546571,0.087153218,0,0,2,0/2,3.01888,2.75961,0.0458887,0.0435485,0.127384,0.122016,33465.1,24098.9,33230.5,25496.6,37075.8,30273.6,48592.2,39874.4,1.7479,2.57545,0.235423,0,33.2872,999.9,55.915,37.162,35.0072,29.1475,-100,3,0.589413,0,20.2468,5.20261,11.9601,4.9689,3.29435,150.6,9999,7167.5,9999,4.97372,1.87302,1.87088,1.87235,1.87287,1.87363,1.87331,1.87767,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.173,0.648,-12.1731,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,26.5,110.2,0.153809,4.99756,2.64648,2.69531,2.8479,2.26929,39.0931,14.2021,2,393.71,1206.69,34.26,34.8531,30.0002,34.7954,34.7101,-1,40,10,-999.9,400,20,100.936,93.5496
91,1786470201,11807,20260812 01:43:21,01:43:21,15,,1786470193,0.000471045,0.471045057,0.005943654,167.1601082,157.2972536,15.99545051,16.99839747,0.01342228,1.39039402,0.013350709,0.008350592,287.4335688,39.29383106,37.19648125,6.372810812,48.73117238,2.949423049,6.052436059,3.423387763,-20.77308702,-70.69469669,-12.0750692,183.8907158,-0.840844577,0.483684875,0.005943654,171.0352957,171.3351939,-0.0570332,60.81325532,0.471045057,28.37319603,28.99300303,-0.000388883,69.65,38,9,1.00303064,0.303063989,25153.2123,1500.015625,1261.228425,0.840810192,0.191620383,6,0.5,0: Broadleaf,2,TRUE,1786470193,167.16025,166.1378125,29.00425625,28.37226875,179.3333125,28.3563125,444.49725,101.5893125,0.1000059,36.25336875,37.19648125,999.9,0,0,5000.078125,0,29.27124375,1.022506936,172.1534375,170.989125,0.631982625,166.1378125,28.37226875,2.946520625,2.882318125,23.72874375,23.36325625,1500.015625,0.972993688,0.027006425,0,3.1190625,0,18946.0625,12843.98125,46.812,48.5895625,47.75775,47.062,46.75,1459.505625,40.51,0,1786470198,0,1786468507,01:15:07,1786468488,1786463468,4,-0.004,1.088,-12.173,0.648,168,28,0.31,0.1,1.248541284,-5.127216569,0.780314952,0,0.656369571,-0.259300987,0.040149769,0,0,2,0/2,3.0177,2.75949,0.04607,0.0438489,0.12803,0.123254,33454.7,24087.6,33226.6,25492.7,37045.1,30226.8,48587.3,39869.2,1.74548,2.57665,0.233889,0,33.4396,999.9,56.477,37.152,35.3446,29.1574,-100,3,0.592881,0,20.2465,5.20471,11.9601,4.96945,3.29475,150.7,9999,7167.5,9999,4.97373,1.87303,1.87093,1.87238,1.87287,1.87363,1.87332,1.87766,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.173,0.6479,-12.1731,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,28.6,112.2,0.153809,4.99756,2.64526,2.69653,2.8479,2.26685,39.1676,14.1846,2,392.574,1209,34.3588,34.8887,30.0001,34.8272,34.7406,-1,40,10,-999.9,400,20,100.925,93.5366
92,1786470321,11927,20260812 01:45:21,01:45:21,15,,1786470313,0.000429738,0.429737531,-0.00451259,164.8317744,156.4148178,15.90452091,16.76037117,0.012315177,1.389368236,0.012254854,0.007664679,287.4365133,39.26122479,37.1296,6.34961608,48.83947404,2.9469736,6.033999461,3.40264248,-18.9514251,-69.79619217,-11.92332612,186.7655699,0.235781341,0.465511661,-0.00451259,170.1816872,170.0053333,0.034019045,60.81325532,0.429737531,28.39547576,28.96167333,-0.001096536,69.65,39,9,1.003113684,0.311368439,25128.7085,1500.031333,1261.2416,0.84081017,0.191620339,6,0.5,0: Broadleaf,2,TRUE,1786470313,164.8316667,165.2496667,28.98234667,28.37826667,177.0049333,28.33442,447.5318667,101.5816,0.100076573,36.19778667,37.1296,999.9,0,0,4995.416667,0,28.46220667,-0.417950333,169.7515333,170.0762667,0.6040906,165.2496667,28.37826667,2.944075333,2.882710667,23.71494,23.3655,1500.031333,0.972992867,0.027007253,0,2.792,0,18574.54667,12844.12,46.875,48.63326667,47.8708,47.062,46.812,1459.522,40.50933333,0,1786470318,0,1786468507,01:15:07,1786468488,1786463468,4,-0.004,1.088,-12.173,0.648,168,28,0.31,0.1,-0.43377675,0.934343323,0.192435785,0,0.5619616,0.49807615,0.084036091,0,0,2,0/2,3.02168,2.75949,0.0457754,0.0434952,0.127872,0.122812,33459.9,24093.1,33221.8,25489.5,37048.2,30238.1,48580.6,39864.2,1.75198,2.57412,0.231475,0,33.3677,999.9,56.318,37.132,35.2082,28.7975,-100,3,0.59846,0,20.2465,5.20456,11.9592,4.96945,3.29425,150.7,9999,7167.5,9999,4.97382,1.87304,1.87092,1.8724,1.87288,1.87364,1.87332,1.87767,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.173,0.6479,-12.1731,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,30.6,114.2,0.153809,4.99756,2.64526,2.69531,2.8479,2.26074,39.2422,14.1671,2,396.442,1206.27,34.4197,34.9422,30.0002,34.8771,34.7859,-1,40,10,-999.9,400,20,100.911,93.5248
93,1786470441,12047,20260812 01:47:21,01:47:21,15,,1786470433,0.000436368,0.436367984,-0.0028543,165.849468,157.3148636,15.99508781,16.86284909,0.012738663,1.390800928,0.012674197,0.007927138,287.4217744,39.10582453,36.94698667,6.286657761,49.20885677,2.94492277,5.984538076,3.341734991,-19.24382811,-67.4112919,-11.48553115,189.2811232,-0.1956628,0.518097713,-0.0028543,170.4194501,170.5855273,-0.030292906,60.8102712,0.436367984,28.29663829,28.90643697,-0.007078617,69.65,39,9,1.003107062,0.310706243,25182.09809,1499.957333,1261.179101,0.840809983,0.191619967,6,0.5,0: Broadleaf,2,TRUE,1786470433,165.8494,165.7035333,28.9639,28.2936,178.0224,28.31596667,448.8916667,101.5756667,0.099963,36.04794,36.94698667,999.9,0,0,5002.75,0,33.76648,0.145834243,170.7962667,170.5283333,0.670307867,165.7035333,28.2936,2.942028,2.873942,23.70338667,23.31504,1499.957333,0.973000733,0.0269992,0,2.828333333,0,18201.32,12843.53333,46.812,48.562,47.812,46.8874,46.75,1459.458667,40.498,0,1786470438,0,1786468507,01:15:07,1786468488,1786463468,4,-0.004,1.088,-12.173,0.648,168,28,0.31,0.1,0.201066432,-1.113988526,0.126027671,0,0.6549179,0.031072692,0.047469495,1,1,2,1/2,3.02148,2.75943,0.0458968,0.0436349,0.127677,0.122607,33455.5,24090.2,33221.7,25490,37056.9,30245.8,48580.9,39864.9,1.75178,2.57387,0.235811,0,33.121,999.9,56.245,37.132,35.1637,29.2175,-100,3,0.598216,0,20.2463,5.20456,11.959,4.9689,3.29438,150.7,9999,7167.5,9999,4.97377,1.87303,1.87093,1.87239,1.87287,1.87364,1.87332,1.87768,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.173,0.6479,-12.1731,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,32.5,116.2,0.153809,4.99756,2.64526,2.69653,2.8479,2.29004,39.2422,14.1408,2,396.38,1206.1,34.3661,34.9422,30.0001,34.885,34.7954,-1,40,10,-999.9,400,20,100.911,93.5267
94,1786470561,12167,20260812 01:49:21,01:49:21,15,,1786470553,0.000489515,0.489515127,0.00827545,166.1100693,156.2946446,15.89098542,16.8889516,0.014281584,1.390064835,0.014200567,0.008882595,287.4302445,39.08204875,36.95496,6.289395312,49.18445729,2.943703078,5.98502706,3.345692234,-21.58761708,-67.86173237,-11.56893059,186.4119645,0.108639511,0.575763641,0.00827545,171.451292,171.2500061,0.035745007,60.8102712,0.489515127,28.16910464,28.86816848,-0.011190463,69.65,40,9,1.003189663,0.318966337,25161.01663,1500.000667,1261.215619,0.840810039,0.191620078,6,0.5,0: Broadleaf,2,TRUE,1786470553,166.1102667,166.3809333,28.95258,28.21296667,178.2834667,28.30466,452.0712,101.5732667,0.099989333,36.04942667,36.95496,999.9,0,0,4999.25,0,51.51219333,-0.270560733,171.0630667,171.2113333,0.7396034,166.3809333,28.21296667,2.940808667,2.865685333,23.6965,23.26739333,1500.000667,0.9730008,0.026999147,0,3.176333333,0,17830.86,12843.9,46.812,48.4958,47.812,46.875,46.7122,1459.5,40.502,0,1786470558,0,1786468507,01:15:07,1786468488,1786463468,4,-0.004,1.088,-12.173,0.648,168,28,0.31,0.1,-0.18485567,-2.559371603,0.299927499,0,0.7113865,0.308218917,0.061169325,0,0,2,0/2,3.02522,2.75932,0.0460643,0.0438396,0.127522,0.122405,33448.7,24084.4,33220.8,25489.4,37062.7,30252,48579.5,39863.8,1.7584,2.57302,0.240941,0,33.0578,999.9,56.074,37.132,35.0567,28.7975,-100,3,0.599078,0,20.2465,5.20381,11.9593,4.96875,3.29433,150.8,9999,7167.5,9999,4.97372,1.87302,1.8709,1.87237,1.87286,1.87363,1.87331,1.87767,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.173,0.648,-12.1731,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,34.5,118.2,0.153809,4.99756,2.64526,2.69531,2.8479,2.26807,39.2173,14.1495,2,400.109,1205.13,34.3354,34.947,30.0001,34.8961,34.808,-1,40,10,-999.9,400,20,100.908,93.5241
95,1786470681,12287,20260812 01:51:21,01:51:21,15,,1786470673,0.000350659,0.350659499,-0.117739849,166.6798063,175.6741085,17.86110084,16.94663404,0.010303132,1.390270554,0.010260901,0.006416843,287.4315533,39.07443748,36.8673,6.259355053,49.36591314,2.94201419,5.959606544,3.317340863,-15.46408392,-67.10476385,-11.42904167,193.4336639,-0.635255339,0.347444966,-0.117739849,170.0110896,170.9131152,-0.139177913,60.8102712,0.350659499,28.48404608,28.93718424,-9.21938E-05,69.65,40,9,1.003188107,0.318810661,25173.26372,1500.011333,1261.22422,0.840809794,0.191619588,6,0.5,0: Broadleaf,2,TRUE,1786470673,166.677,165.9123333,28.93638667,28.48942667,178.8500667,28.28844667,451.4323333,101.5718,0.099988667,35.972,36.8673,999.9,0,0,5000.333333,0,48.35642,0.76468098,171.6437333,170.7777333,0.446965333,165.9123333,28.48942667,2.939122,2.893722667,23.68698667,23.4287,1500.011333,0.973006333,0.02699348,0,2.552,0,17459.44667,12844.01333,46.7458,48.437,47.75,46.79546667,46.687,1459.521333,40.49,0,1786470678,0,1786468507,01:15:07,1786468488,1786463468,4,-0.004,1.088,-12.173,0.648,168,28,0.31,0.1,0.426559435,6.412520558,0.68690694,0,0.44454325,0.127250301,0.035692618,0,0,2,0/2,3.02476,2.75941,0.0459496,0.0435025,0.127783,0.123021,33453.1,24092.3,33221.2,25488.7,37051.7,30230.2,48580.1,39863.2,1.75747,2.5731,0.241902,0,32.9487,999.9,56.361,37.122,35.2187,29.1275,-100,3,0.598636,0,20.2467,5.20411,11.9607,4.9677,3.29448,150.8,9999,7167.5,9999,4.97371,1.87302,1.87092,1.87241,1.87286,1.87363,1.87332,1.87769,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.173,0.6479,-12.1731,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,36.5,120.2,0.153809,4.99756,2.64526,2.69653,2.8479,2.25464,39.2173,14.1145,2,399.603,1205.3,34.2984,34.9422,30,34.8972,34.8112,-1,40,10,-999.9,400,20,100.909,93.5224
96,1786470801,12407,20260812 01:53:21,01:53:21,15,,1786470793,0.000304557,0.304556736,-0.035919293,165.5309889,163.0353124,16.57613476,16.8298753,0.009076856,1.390663146,0.00904407,0.00565548,287.4318067,39.01404448,36.79626,6.235101777,50.00085392,2.966248226,5.932395135,3.268853551,-13.43095207,-68.03539018,-11.57561238,194.389852,-0.121035752,0.312329881,-0.035919293,170.6162775,170.4941697,0.032042046,60.8102712,0.304556736,28.75681037,29.15425273,-0.000393212,69.65,39,9,1.003105928,0.310592787,25191.26832,1500.012667,1261.22534,0.840809793,0.191619586,6,0.5,0: Broadleaf,2,TRUE,1786470793,165.5301333,165.438,29.17466667,28.77085333,177.7031333,28.52672,449.0946667,101.5720667,0.099985307,35.8888,36.79626,999.9,0,0,5002.25,0,42.71898,0.091893507,170.5043333,170.3388667,0.4038128,165.438,28.77085333,2.96333,2.922314,23.82329333,23.59174,1500.012667,0.9730056,0.026994253,0,2.915666667,0,17094.18667,12844.00667,46.687,48.3708,47.687,46.7374,46.5956,1459.522667,40.49,0,1786470798,0,1786468507,01:15:07,1786468488,1786463468,4,-0.004,1.088,-12.173,0.648,168,28,0.31,0.1,0.228844791,-2.096021215,0.403096746,0,0.370418905,0.514879403,0.070818027,0,0,2,0/2,3.02201,2.75927,0.0458712,0.0435974,0.128545,0.124211,33456.4,24088,33221.6,25486.6,37019.2,30186.9,48581.2,39860.5,1.75265,2.5732,0.243165,0,32.8619,999.9,57.063,37.122,35.6566,29.3375,-100,3,0.59717,0,20.2466,5.20067,11.9592,4.96825,3.29438,150.9,9999,7167.5,9999,4.97373,1.87302,1.87089,1.87238,1.87286,1.87363,1.87332,1.87765,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.173,0.648,-12.1731,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,38.5,122.2,0.152588,4.99756,2.64526,2.69531,2.8479,2.2583,39.1676,14.1233,2,396.893,1205.32,34.2264,34.9231,30.0001,34.89,34.8049,-1,40,10,-999.9,400,20,100.911,93.5156
97,1786470921,12527,20260812 01:55:21,01:55:21,15,,1786470913,0.000377749,0.37774947,-0.096833127,166.3554366,171.0442276,17.39002017,16.91331207,0.011341152,1.391402541,0.011290046,0.007060851,287.4241067,38.82796106,36.65966667,6.188697585,49.9595319,2.939679206,5.884120796,3.249018379,-16.65875164,-68.95872081,-11.71027587,190.0963584,-0.110179618,0.360526193,-0.096833127,171.2265273,171.3443152,0.002734775,60.8102712,0.37774947,28.36115311,28.88458121,-0.005958825,69.65,40,9,1.003181593,0.318159278,25224.63841,1499.970667,1261.1902,0.840809909,0.191619818,6,0.5,0: Broadleaf,2,TRUE,1786470913,166.3531333,166.2869333,28.91400667,28.45064667,178.5262,28.26607333,451.8627333,101.5697333,0.099995107,35.74038,36.65966667,999.9,0,0,5006,0,62.58297333,0.066377759,171.3064667,171.1563333,0.4633556,166.2869333,28.45064667,2.936785333,2.889721333,23.67377333,23.40571333,1499.970667,0.973002733,0.026997133,0,3.237,0,16733.00667,12843.64667,46.562,48.25,47.583,46.562,46.5,1459.476,40.49466667,0,1786470918,0,1786468507,01:15:07,1786468488,1786463468,4,-0.004,1.088,-12.173,0.648,168,28,0.31,0.1,0.062442014,-0.082519518,0.173546993,1,0.44386025,0.654924135,0.080729036,0,1,2,1/2,3.02473,2.75945,0.0460665,0.0437139,0.127591,0.12297,33449.6,24086.8,33221.6,25488.4,37059.8,30231.5,48580.9,39862.6,1.75782,2.57157,0.241615,0,32.7515,999.9,56.44,37.101,35.2305,29.0975,-100,3,0.596552,0,20.2467,5.20471,11.9592,4.9694,3.29443,150.9,9999,7167.5,9999,4.97374,1.87302,1.8709,1.87236,1.87286,1.87363,1.8733,1.87767,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.173,0.648,-12.1731,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,40.5,124.2,0.152588,4.99756,2.64648,2.69653,2.8479,2.22778,39.118,14.0883,2,399.7,1202.88,34.1433,34.9104,30.0001,34.8813,34.7985,-1,40,10,-999.9,400,20,100.911,93.521
98,1786471041,12647,20260812 01:57:21,01:57:21,15,,1786471033,0.000299817,0.299816546,-0.116556687,167.3218419,178.7763864,18.17549384,17.01095524,0.009061791,1.390247037,0.009029104,0.005646117,287.42316,38.77854514,36.57488667,6.160046769,50.13429555,2.935172838,5.854620685,3.224873932,-13.22190966,-69.3841378,-11.78224618,193.0348664,-0.206172209,0.319904135,-0.116556687,171.9454808,172.1634121,-0.011165749,60.8102712,0.299816546,28.50172048,28.88126545,0.000925323,69.65,40,9,1.003184822,0.318482204,25199.14295,1499.964,1261.18476,0.840810019,0.191620039,6,0.5,0: Broadleaf,2,TRUE,1786471033,167.3190667,167.118,28.87072,28.46108667,179.4922,28.22278667,453.5558667,101.5660667,0.10001016,35.64916,36.57488667,999.9,0,0,5000.5,0,32.58220667,0.201038613,172.2932,172.0135333,0.409632133,167.118,28.46108667,2.932278667,2.890674,23.64828,23.41118667,1499.964,0.973000667,0.026999287,0,2.547,0,16384.07333,12843.57333,46.4622,48.104,47.4748,46.4412,46.3708,1459.464,40.5,0,1786471038,0,1786468507,01:15:07,1786468488,1786463468,4,-0.004,1.088,-12.173,0.648,168,28,0.31,0.1,0.13592911,1.03177938,0.223051446,0,0.4470806,-0.738901534,0.089383621,0,0,2,0/2,3.026,2.75932,0.046259,0.0439085,0.127587,0.123017,33443.7,24082.1,33222.3,25488.5,37059.9,30230.4,48581.4,39863.1,1.76017,2.573,0.243776,0,32.6367,999.9,56.562,37.061,35.2291,28.9175,-100,3,0.59532,0,20.2464,5.20486,11.9584,4.96785,3.29448,150.9,9999,7167.5,9999,4.97375,1.87302,1.87088,1.87236,1.87286,1.87363,1.87332,1.87769,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.174,0.648,-12.1731,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,42.5,126.2,0.152588,4.99756,2.64526,2.69531,2.8479,2.25708,39.0683,14.097,2,400.925,1204.73,34.0436,34.8912,30.0001,34.8685,34.7891,-1,40,10,-999.9,400,20,100.912,93.5219
99,1786471161,12767,20260812 01:59:21,01:59:21,15,,1786471153,0.000181649,0.181649061,-0.122842323,169.0296604,194.8652012,19.8108778,17.18431987,0.005571426,1.38938409,0.005559044,0.003475512,287.4283533,38.76609107,36.48181333,6.12872598,50.68134025,2.955117268,5.830779639,3.173608712,-8.010723573,-67.91339073,-11.53030386,199.9739352,0.200799035,0.196359908,-0.122842323,174.6569701,174.5180424,0.057276818,60.8102712,0.181649061,28.90136372,29.09945152,0.006355987,69.65,38,9,1.003027342,0.302734221,25180.52886,1499.991333,1261.20772,0.840810005,0.191620009,6,0.5,0: Broadleaf,2,TRUE,1786471153,169.0267333,169.3408667,29.06734,28.81152,181.1997333,28.41942,445.7656,101.5645333,0.099990073,35.57514667,36.48181333,999.9,0,0,4996.334,0,37.78656,-0.314306687,174.0868667,174.3647333,0.255803867,169.3408667,28.81152,2.952213333,2.926232667,23.76080667,23.61393333,1499.991333,0.973,0.02699998,0,2.199,0,16045.99333,12843.82,46.375,47.9874,47.3708,46.375,46.25826667,1459.491333,40.5,0,1786471158,0,1786468507,01:15:07,1786468488,1786463468,4,-0.004,1.088,-12.173,0.648,168,28,0.31,0.1,-0.082253315,-3.757851848,0.565869588,0,0.2966821,-0.948383278,0.101188453,0,0,2,0/2,3.01891,2.75931,0.0467926,0.0444137,0.128368,0.124244,33427.8,24068.5,33224.9,25487.4,37028.2,30186.9,48585.1,39861.7,1.74778,2.57622,0.245318,0,32.5184,999.9,57.343,37.051,35.6938,29.3075,-100,3,0.591547,0,20.2468,5.20396,11.9583,4.96915,3.29453,151,9999,7167.5,9999,4.97375,1.87302,1.87088,1.87239,1.87286,1.87363,1.87332,1.87767,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.173,0.6479,-12.1731,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,44.5,128.2,0.152588,4.99756,2.64526,2.69653,2.8479,2.23877,38.994,14.062,2,393.91,1208.78,33.9645,34.8541,30,34.8399,34.7606,-1,40,10,-999.9,400,20,100.92,93.5183
100,1786471281,12887,20260812 02:01:21,02:01:21,15,,1786471273,0.000174432,0.174431986,-0.071767681,168.82498,181.1933339,18.41973866,17.16239744,0.005344742,1.387571125,0.005333331,0.003334355,287.4320267,38.7273056,36.44074667,6.114950367,50.51938517,2.938170937,5.815927741,3.17677943,-7.6924506,-68.21177279,-11.59118121,199.9366221,0.58976371,0.207897954,-0.071767681,175.8600377,174.8860424,0.197996549,60.81579621,0.174431986,28.74299931,28.93519091,0.005932721,69.65,38,9,1.00303313,0.303312961,25132.62791,1500.010667,1261.22396,0.840809994,0.191619988,6,0.5,0: Broadleaf,2,TRUE,1786471273,168.8232667,169.6658,28.90252667,28.63038,180.9963333,28.25459333,443.7177333,101.5579333,0.09999334,35.52890667,36.44074667,999.9,0,0,4987.75,0,36.98042667,-0.8424606,173.8477333,174.6664667,0.272137267,169.6658,28.63038,2.935280667,2.907642,23.66527333,23.50818667,1500.010667,0.972998933,0.02700112,0,3.008666667,0,15716.23333,12843.96,46.29546667,47.937,47.312,46.30786667,46.187,1459.510667,40.5,0,1786471278,0,1786468507,01:15:07,1786468488,1786463468,4,-0.004,1.088,-12.173,0.648,168,28,0.31,0.1,-0.66864815,-4.523610812,0.617991493,0,0.3079963,-0.968092241,0.094654186,0,0,2,0/2,3.0175,2.75943,0.0468822,0.0446697,0.12783,0.124121,33430.1,24065.5,33230,25490.7,37055.4,30195,48592.1,39866.6,1.74562,2.57947,0.246949,0,32.4438,999.9,57.221,37.041,35.6041,29.1575,-100,3,0.585955,0,20.2465,5.20456,11.9583,4.96925,3.29433,151,9999,7167.5,9999,4.97374,1.87302,1.87088,1.87238,1.87286,1.87363,1.87331,1.87767,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.173,0.6479,-12.1731,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,46.5,130.2,0.152588,4.99756,2.64526,2.69653,2.8479,2.26685,38.9445,14.062,2,392.458,1212.58,33.9134,34.8017,29.9998,34.7941,34.7165,-1,40,10,-999.9,400,20,100.935,93.5302
101,1786471401,13007,20260812 02:03:21,02:03:21,15,,1786471393,0.000302439,0.302438988,-0.318566231,171.8477849,216.4920877,22.00831178,17.46982843,0.009342195,1.389766717,0.009307446,0.005820265,287.4234133,38.60299989,36.40847333,6.104143313,50.84231671,2.947883056,5.798089557,3.156260257,-13.33755938,-70.07295358,-11.88356497,192.1293354,-0.050105831,0.298421929,-0.318566231,176.6549073,177.1611818,-0.011230426,60.81579621,0.302438988,28.5057171,28.95436,-0.008022333,69.65,38,9,1.003024992,0.302499169,25200.03594,1499.965333,1261.18588,0.840810019,0.191620037,6,0.5,0: Broadleaf,2,TRUE,1786471393,171.8402,171.842,28.99783333,28.60575333,184.0132667,28.34990667,442.0552,101.5587333,0.10000172,35.47323333,36.40847333,999.9,0,0,4998.5,0,27.90161333,-0.001790491,176.9718,176.9024667,0.392071933,171.842,28.60575333,2.944981333,2.905163333,23.72006,23.49403333,1499.965333,0.972997333,0.027002747,0,2.579333333,0,15398.48,12843.58667,46.2248,47.87913333,47.2416,46.25,46.125,1459.465333,40.5,0,1786471398,0,1786468507,01:15:07,1786468488,1786463468,4,-0.004,1.088,-12.173,0.648,168,28,0.31,0.1,-0.406145068,10.10120641,1.164523144,0,0.3492616,1.030469143,0.103663945,0,0,2,0/2,3.01494,2.75945,0.0473408,0.0447319,0.127857,0.123306,33418.5,24066.4,33234.2,25493.1,37057.2,30225.9,48598.1,39869.9,1.74177,2.58175,0.247665,0,32.4008,999.9,57.148,36.981,35.4384,29.0375,-100,3,0.580452,0,20.2468,5.20501,11.9586,4.96935,3.29433,151,9999,7167.5,9999,4.97375,1.87302,1.87088,1.87239,1.87286,1.87363,1.87332,1.87769,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.173,0.648,-12.1731,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,48.5,132.2,0.152588,4.99756,2.64526,2.69531,2.8479,2.26562,38.9198,14.0357,2,390.025,1214.79,33.8548,34.74,29.9999,34.7383,34.6629,-1,40,10,-999.9,400,20,100.948,93.5382
