obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccH2O_hum,AccH2O_des,AccCO2_soda,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
86,1784742699,11802.1,20260723 01:51:39,01:51:39,15,,1784742691,0.001115726,1.115725555,4.999675441,485.6067128,222.1669244,22.46319828,49.09947737,0.033136168,1.384771232,0.032701891,0.020477226,287.4313,38.03804333,35.72638,5.879584892,44.80141238,2.574133939,5.745653547,3.305450952,-49.20349698,-31.18123356,-5.285258995,201.7613105,16.67702386,1.00285505,4.999675441,526.4072347,510.7649939,1.584503703,60.79516241,1.115725555,24.16579234,25.56438061,0.013936838,69.65,42,10,1.003358971,0.335897112,25091.65773,1500.01,1261.2231,0.840809795,0.191619589,6,0.5,0: Broadleaf,2,TRUE,1784742691,485.7262667,509.1048,25.45886,24.12793333,499.903,25.48916,439.0773333,101.0096,0.0999524,35.30871333,35.72638,999.9,0,0,5001.000667,0,22.06773333,-23.37858667,498.4158667,521.6926,1.330950667,509.1048,24.12793333,2.571590667,2.43715,21.48676667,20.61273333,1500.01,0.973005,0.0269945,0,1.923746667,0,19427.48667,12844,45.6082,47.375,46.55373333,46.0998,45.687,1459.52,40.49,0,1784742696,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,-22.361295,-12.8535203,3.803103549,0,1.372086,-0.50081594,0.100062707,0,0,2,0/2,3.0124,2.75951,0.109298,0.111769,0.118442,0.11024,31407.2,22528.3,33394.5,25653.2,37604.9,30888.7,48820.7,40115.4,1.7516,2.6178,0.226751,0,32.0648,999.9,58.241,35.651,33.7619,28.9047,-100,3,0.389687,0,20.2439,5.20456,11.956,4.9694,3.29413,124.7,9999,9999,7159.6,4.97371,1.87301,1.87088,1.87233,1.87286,1.87366,1.87331,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.284,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,22.1,22.3,0.153809,4.99756,2.64526,2.74292,2.8479,2.26196,37.6745,14.4648,2,381.716,1220.77,33.3974,32.5693,30,32.4809,32.3914,-1,40,10,-999.9,400,20,101.42,94.1187
87,1784742819,11922.1,20260723 01:53:39,01:53:39,15,,1784742811,0.00125588,1.25587973,3.731605261,478.6024504,297.1099662,30.04146492,48.39258308,0.037671602,1.386004692,0.037111882,0.023244522,287.4237,37.88440296,35.63328667,5.849500473,44.93524576,2.570288213,5.719982543,3.27921226,-55.38429607,-30.30686063,-5.128136284,196.604407,-8.056445217,1.327573817,3.731605261,471.2112256,477.2558848,-2.065155374,60.79516241,1.25587973,23.61675486,25.35229394,-0.009985496,69.65,42,10,1.003353363,0.335336345,25133.47681,1499.97,1261.1895,0.840809816,0.191619632,6,0.5,0: Broadleaf,2,TRUE,1784742811,478.6915333,468.5848,25.42014,23.6577,492.8128,25.45044,438.9561333,101.0122667,0.10000938,35.22769333,35.63328667,999.9,0,0,5006.958,0,18.75076,10.10662133,491.1776667,479.9396,1.762430667,468.5848,23.6577,2.567742667,2.389717333,21.46237333,20.29419333,1499.97,0.973003333,0.026996233,0,1.934793333,0,19338.27333,12843.64667,45.5,47.27893333,46.4748,45.99153333,45.583,1459.48,40.49,0,1784742816,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,5.166282286,75.9110199,10.21805353,0,1.668919524,1.198551429,0.1522483,0,0,2,0/2,3.01298,2.75939,0.103708,0.101995,0.117643,0.108569,31607,22778.8,33397.1,25656.1,37641.9,30949.4,48824.6,40119.5,1.7533,2.6186,0.236701,0,31.8044,999.9,57.411,35.601,33.1873,29.0547,-100,3,0.386004,0,20.244,5.20426,11.956,4.9695,3.2941,124.7,9999,9999,7159.6,4.97373,1.87302,1.87088,1.87239,1.87286,1.87376,1.8733,1.87767,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.008,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,24.1,24.3,0.153809,4.99756,2.64526,2.7417,2.8479,2.26074,37.6263,14.4385,2,382.404,1221.27,33.3353,32.5318,29.9999,32.4464,32.3595,-1,40,10,-999.9,400,20,101.428,94.1288
88,1784742939,12042.1,20260723 01:55:39,01:55:39,15,,1784742931,0.001200523,1.200522813,5.45653279,487.9230577,221.8495164,22.43322762,49.33834968,0.035808354,1.386445205,0.03530239,0.022108857,287.4273733,37.93915514,35.67275333,5.86223831,44.80620046,2.566819174,5.728714213,3.295419136,-52.94305607,-31.20397761,-5.279979018,198.0003606,15.21370321,1.184876768,5.45653279,523.8944396,510.0936121,1.122317956,60.79516241,1.200522813,23.79120718,25.39497212,-3.6013E-05,69.65,42,10,1.003352012,0.335201182,25143.57751,1499.989333,1261.20574,0.840809806,0.191619612,6,0.5,0: Broadleaf,2,TRUE,1784742931,488.0532667,509.6266,25.38411333,23.80688,502.2483333,25.41441333,437.7949333,101.0191333,0.099985553,35.25528667,35.67275333,999.9,0,0,5008.792667,0,14.81968,-21.57321333,500.7647333,522.0551333,1.577234,509.6266,23.80688,2.56428,2.404949333,21.44034,20.39710667,1499.989333,0.973003333,0.02699622,0,1.938753333,0,19248.75333,12843.8,45.437,47.187,46.375,45.8832,45.5,1459.499333,40.49,0,1784742936,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,-22.492075,15.50815489,3.576397381,0,1.55464,0.43446406,0.0668839,0,0,2,0/2,3.01176,2.75945,0.109311,0.111872,0.117847,0.109326,31413.7,22531,33401.5,25658.9,37637.1,30927.9,48830.4,40123.9,1.75135,2.62135,0.24499,0,31.7279,999.9,57.679,35.55,33.2466,29.1447,-100,3,0.381186,0,20.2437,5.20456,11.956,4.96935,3.29402,124.7,9999,9999,7159.6,4.9737,1.87301,1.87086,1.87233,1.87286,1.87367,1.87327,1.87768,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.282,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,26.1,26.3,0.153809,4.99756,2.64526,2.74292,2.8479,2.27905,37.554,14.421,2,381.079,1224.28,33.3042,32.4751,29.9999,32.3976,32.3144,-1,40,10,-999.9,400,20,101.44,94.1389
89,1784743059,12162.1,20260723 01:57:39,01:57:39,15,,1784743051,0.001280461,1.280460915,3.876877241,483.030416,297.9111136,30.12441653,48.84345962,0.03832723,1.384340095,0.037747334,0.023643454,287.4354962,37.84038865,35.60394667,5.8400466,44.70524691,2.552246789,5.709054229,3.287799811,-56.46832634,-30.66203405,-5.192858016,195.1122778,-6.054766106,1.401306408,3.876877241,483.4173461,485.0677576,-1.295783197,60.79516241,1.280460915,23.37699756,25.15635515,-0.010918273,69.65,42,10,1.003359414,0.335941352,25088.36446,1500.032,1261.241588,0.840809788,0.191619576,6,0.5,0: Broadleaf,2,TRUE,1784743051,483.1231333,475.7799333,25.24008,23.3743,497.2793333,25.27038,437.7511333,101.0188,0.100007433,35.19310667,35.60394667,999.9,0,0,4998.417333,0,15.63662667,7.343168,495.6333333,487.1670667,1.865759333,475.7799333,23.3743,2.549724667,2.361246667,21.34738667,20.10040667,1500.032,0.973003667,0.026995907,0,2.026213333,0,19150.16667,12844.18,45.3624,47.125,46.312,45.81206667,45.437,1459.532,40.49,0,1784743056,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,6.99696065,-15.19896032,4.044719572,0,1.8405755,0.076756241,0.068961745,1,1,2,1/2,3.01202,2.75945,0.104999,0.104996,0.116973,0.107785,31570,22709,33405.7,25662.7,37679.2,30985.6,48836.6,40129,1.75287,2.62108,0.238203,0,31.7283,999.9,56.922,35.51,32.7363,29.1447,-100,3,0.375714,0,20.2437,5.20426,11.956,4.96915,3.29402,124.8,9999,9999,7159.6,4.97368,1.87301,1.87087,1.87231,1.87286,1.8737,1.87325,1.87769,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.069,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,28.1,28.3,0.153809,4.99756,2.64526,2.7417,2.8479,2.27173,37.5059,14.3947,2,381.532,1222.72,33.282,32.4139,29.9998,32.3396,32.2575,-1,40,10,-999.9,400,20,101.453,94.1517
90,1784743179,12282.1,20260723 01:59:39,01:59:39,15,,1784743171,0.001064503,1.064502836,5.384735511,476.7285431,188.067195,19.01849419,48.20967861,0.032159074,1.384505754,0.031749782,0.019879953,287.4327095,37.87284391,35.50322,5.80769161,44.9855969,2.557380942,5.684888317,3.250310668,-46.94457505,-28.87132223,-4.884783956,206.7320283,13.20228961,0.989308642,5.384735511,517.1259433,499.8837636,1.763601561,60.79516241,1.064502836,24.04165433,25.3833503,0.013125074,69.65,43,10,1.003438202,0.343820215,25099.07264,1500.017333,1261.229268,0.840809796,0.191619592,6,0.5,0: Broadleaf,2,TRUE,1784743171,476.8572667,495.5653333,25.28904,23.97002667,490.9642667,25.31934,437.0995333,101.0260667,0.099991987,35.11642,35.50322,999.9,0,0,4998.875333,0,22.20504667,-18.70816,489.2298,507.7364,1.319014667,495.5653333,23.97002667,2.554849333,2.421595333,21.38016667,20.50882667,1500.017333,0.973003333,0.026996233,0,2.03726,0,19039.60667,12844.02667,45.312,47.1208,46.25,45.8246,45.375,1459.517333,40.49,0,1784743176,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,-14.36770752,-69.77858696,8.688912702,0,1.429240952,-1.425673247,0.165011395,0,0,2,0/2,3.01131,2.75942,0.10754,0.108031,0.117882,0.109817,31485.5,22633.3,33410.7,25663.8,37642.1,30915.7,48843.1,40130.8,1.75137,2.62328,0.239849,0,31.6408,999.9,57.838,35.45,33.1515,29.2347,-100,3,0.370729,0,20.2438,5.20441,11.956,4.9694,3.29402,124.8,9999,9999,7159.6,4.97373,1.87299,1.87086,1.87235,1.87286,1.87371,1.87326,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.193,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,30.1,30.3,0.153809,4.99756,2.64526,2.74292,2.8479,2.25708,37.4338,14.386,2,380.378,1224.66,33.2267,32.3495,29.9999,32.2796,32.1981,-1,40,10,-999.9,400,20,101.467,94.1558
91,1784743300,12403,20260723 02:01:40,02:01:40,15,,1784743292,0.001398402,1.398401964,3.079541446,471.2146384,331.3959946,33.51335182,47.65290534,0.042265871,1.386191542,0.04156277,0.026038928,287.4259563,37.74517587,35.57658125,5.831240941,45.098877,2.570074221,5.698754364,3.26116672,-61.6695266,-31.09800264,-5.258123241,189.4003038,-3.385349118,1.389651585,3.079541446,468.1150428,473.6754989,-1.803821284,60.79516241,1.398401964,23.323288,25.30697171,-0.017869115,69.65,42,10,1.003351994,0.335199388,25143.7116,1499.981875,1261.199475,0.84080981,0.19161962,6,0.5,0: Broadleaf,2,TRUE,1784743292,471.288125,467.55475,25.41411875,23.560975,485.35125,25.44441875,436.9954375,101.0278125,0.099999431,35.16045625,35.57658125,999.9,0,0,5007.11,0,23.49036875,3.7333895,483.5780625,478.8385,1.85314125,467.55475,23.560975,2.56753375,2.380313125,21.4610125,20.2299875,1499.981875,0.973003125,0.026996431,0,2.0720625,0,18958.39375,12843.75625,45.312,47.125,46.25,45.85925,45.375,1459.491875,40.49,0,1784743298,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,-0.855922762,85.46475898,8.73309037,0,1.781079524,1.487198988,0.159404311,0,0,2,0/2,3.0111,2.75949,0.103133,0.100619,0.117505,0.107336,31642.6,22823.7,33412.2,25666.4,37659.4,31005.5,48845.7,40134.6,1.7518,2.62512,0.232518,0,31.819,999.9,57.057,35.409,32.6298,28.7047,-100,3,0.36796,0,20.2436,5.20441,11.956,4.96915,3.29402,124.8,9999,9999,7159.6,4.97373,1.873,1.87087,1.87233,1.87286,1.87367,1.87328,1.87768,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.975,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,32.1,32.3,0.153809,4.99756,2.64526,2.7417,2.8479,2.22168,37.4098,14.3597,2,380.346,1226.44,33.2132,32.3137,30,32.2374,32.1554,-1,40,10,-999.9,400,20,101.473,94.165
92,1784743420,12523,20260723 02:03:40,02:03:40,15,,1784743412,0.001275843,1.275843283,3.328599843,469.2877084,307.3366613,31.0803794,47.45818466,0.038275521,1.385522233,0.037697661,0.02361223,287.4314267,37.81249426,35.61950667,5.845058656,44.99528732,2.564780419,5.700108994,3.280278237,-56.26468879,-33.96837987,-5.747548412,191.4508096,-9.452858666,1.371122361,3.328599843,465.9141974,469.0099152,-1.417347363,60.79516241,1.275843283,23.51711952,25.2879897,-0.009683574,69.65,42,10,1.003354609,0.335460927,25124.17409,1500.010667,1261.22366,0.840809794,0.191619588,6,0.5,0: Broadleaf,2,TRUE,1784743412,469.3672,457.2976667,25.36169333,23.53048667,483.4148,25.39199333,436.3562667,101.0281333,0.099988733,35.16475333,35.61950667,999.9,0,0,5003.79,0,22.25824,12.06945667,481.5815333,468.3176,1.831209333,457.2976667,23.53048667,2.562244667,2.377243333,21.42734,20.20954,1500.010667,0.973003667,0.026995907,0,2.114013333,0,18879.35333,12843.98667,45.312,47.187,46.25,45.91633333,45.437,1459.520667,40.49,0,1784743418,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,13.0168825,-45.23538,5.626034435,0,1.818855,0.097735038,0.040578442,1,1,2,1/2,3.01026,2.75949,0.102391,0.100921,0.117478,0.107748,31667.5,22814.6,33410.9,25664.8,37659.1,30988.9,48843.9,40132,1.75023,2.62465,0.231549,0,31.8796,999.9,57.087,35.379,32.5909,29.0647,-100,3,0.368867,0,20.2438,5.20321,11.956,4.96825,3.29402,124.9,9999,9999,7159.6,4.97369,1.87302,1.87084,1.87233,1.87286,1.87367,1.87327,1.87766,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.94,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,34.1,34.3,0.153809,4.99756,2.64526,2.7417,2.8479,2.23877,37.4338,14.3684,2,379.45,1225.52,33.2025,32.3137,30.0002,32.2261,32.1441,-1,40,10,-999.9,400,20,101.469,94.159
93,1784743540,12643,20260723 02:05:40,02:05:40,15,,1784743532,0.001216196,1.216196414,4.1017702,456.6239492,256.2779042,25.91618933,46.17625057,0.036675539,1.384574049,0.036144261,0.022637255,287.4280067,37.81069888,35.56451333,5.827361387,45.09801432,2.565865301,5.689530547,3.261496086,-53.63426188,-32.34673196,-5.474549541,195.9724633,3.326493623,1.194797436,4.1017702,472.1607215,467.3447152,-0.17334694,60.79516241,1.216196414,23.73853988,25.36640121,-0.000187526,69.65,43,10,1.003438094,0.343809449,25099.85586,1499.992667,1261.20854,0.840809804,0.191619608,6,0.5,0: Broadleaf,2,TRUE,1784743532,456.722,462.0202667,25.37312,23.78068667,470.6694667,25.40342,437.2131333,101.0253333,0.100003293,35.13117333,35.56451333,999.9,0,0,4999.248667,0,21.45182667,-5.298202667,468.6122667,473.2752,1.592418667,462.0202667,23.78068667,2.563331333,2.402455333,21.43430667,20.38030667,1499.992667,0.973004,0.026995533,0,2.082046667,0,18731.56667,12843.85333,45.375,47.25,46.312,46.03306667,45.4874,1459.502667,40.49,0,1784743538,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,-5.115369,-8.132431579,1.536873629,0,1.6032025,-0.044763158,0.036581691,1,1,2,1/2,3.0114,2.75952,0.102396,0.10294,0.117779,0.109129,31666,22761.4,33409.7,25662.6,37644.7,30937.8,48842.3,40128.9,1.75193,2.62598,0.22921,0,31.8611,999.9,57.618,35.369,32.8776,28.8847,-100,3,0.370716,0,20.2436,5.20441,11.956,4.96925,3.294,124.9,9999,9999,7159.6,4.97371,1.87301,1.87082,1.87233,1.87286,1.87366,1.87326,1.87768,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.94,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,36.1,36.3,0.153809,4.99756,2.64526,2.74292,2.8479,2.27539,37.4578,14.3334,2,380.411,1227.55,33.2023,32.3344,30.0001,32.2374,32.1497,-1,40,10,-999.9,400,20,101.465,94.1514
94,1784743660,12763,20260723 02:07:40,02:07:40,15,,1784743652,0.001275059,1.275059026,4.150961637,454.844747,259.8672831,26.27901065,45.99605541,0.03829983,1.382575494,0.037720029,0.02362638,287.4325667,37.78288819,35.55025333,5.82278002,44.75021066,2.545880648,5.689091985,3.276899373,-56.23010305,-31.34099326,-5.311595392,194.549875,3.025830229,1.322674954,4.150961637,472.3455501,466.3782,0.026616084,60.79516241,1.275059026,23.46499269,25.16518667,0.00036109,69.65,43,10,1.003445963,0.344596259,25042.74217,1500.016667,1261.2287,0.840809791,0.191619582,6,0.5,0: Broadleaf,2,TRUE,1784743652,454.9442,459.8985333,25.17564667,23.41585333,468.8776,25.20594667,438.0628667,101.0247333,0.10000366,35.12978,35.55025333,999.9,0,0,4989.417333,0,23.30457333,-4.954114667,466.6937333,470.9256667,1.759774667,459.8985333,23.41585333,2.543361333,2.365580667,21.30669333,20.13,1500.016667,0.973004667,0.026994847,0,2.004686667,0,18622.03333,12844.03333,45.437,47.312,46.375,46.0998,45.50413333,1459.526667,40.49,0,1784743658,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,-2.426586,-38.89266406,4.842244487,0,1.8161085,-1.206530977,0.130912084,0,0,2,0/2,3.01221,2.75938,0.102179,0.100777,0.117045,0.107541,31670.2,22815,33406.2,25661.4,37674.9,30992.2,48837.6,40127,1.7534,2.62462,0.227813,0,31.8465,999.9,56.733,35.339,32.3189,28.8547,-100,3,0.373514,0,20.2436,5.20501,11.956,4.969,3.294,124.9,9999,9999,7159.6,4.9737,1.87302,1.87087,1.87237,1.87286,1.87365,1.87326,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.93,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,38.1,38.3,0.153809,4.99756,2.64526,2.74292,2.8479,2.27417,37.4578,14.3334,2,381.308,1225.96,33.211,32.3608,30.0002,32.2574,32.1667,-1,40,10,-999.9,400,20,101.455,94.147
95,1784743780,12883,20260723 02:09:40,02:09:40,15,,1784743772,0.001465475,1.465474918,3.39384626,459.9350546,315.4117369,31.89679042,46.51206764,0.0445326,1.384967179,0.043752135,0.027414067,287.4291467,37.63346068,35.48746667,5.802645502,45.0399031,2.555363029,5.673553567,3.247282473,-64.62744386,-30.39766687,-5.140019213,187.2640167,-7.636186208,1.573344974,3.39384626,456.3872259,460.1721576,-1.561926803,60.79516241,1.465474918,22.99787571,25.10453636,-0.024085407,69.65,42,10,1.003355815,0.33558149,25115.17801,1499.998667,1261.21358,0.840809801,0.191619601,6,0.5,0: Broadleaf,2,TRUE,1784743772,460.0161333,450.5884667,25.26873333,23.17656,473.9898667,25.29903333,438.2982,101.0274667,0.10000162,35.08035333,35.48746667,999.9,0,0,5001.083333,0,22.60518,9.427773333,471.9422667,461.2802,2.092184667,450.5884667,23.17656,2.552836667,2.341468,21.36723333,19.9642,1499.998667,0.973004,0.026995547,0,1.93332,0,18519.78,12843.88,45.4874,47.3204,46.41633333,46.13326667,45.562,1459.508667,40.49,0,1784743778,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,9.374761429,-3.303744935,2.017997648,0,1.99864,1.393260779,0.14404323,0,0,2,0/2,3.01253,2.75954,0.101023,0.0986815,0.116751,0.10613,31709.7,22868.3,33404.9,25661.7,37687.1,31042,48835.9,40127.4,1.7542,2.62655,0.2345,0,31.6865,999.9,56.147,35.309,31.9318,29.1547,-100,3,0.374619,0,20.2435,5.20052,11.956,4.9694,3.29413,125,9999,9999,7159.6,4.9737,1.87302,1.87085,1.87233,1.87286,1.87367,1.8733,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.874,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,40.1,40.3,0.153809,4.99756,2.64526,2.7417,2.8479,2.26562,37.4578,14.3072,2,381.799,1228.91,33.1772,32.3754,30.0001,32.2688,32.1752,-1,40,10,-999.9,400,20,101.452,94.1479
96,1784743900,13003,20260723 02:11:40,02:11:40,15,,1784743892,0.001248835,1.248835361,3.703823797,446.6132756,270.3263999,27.33808657,45.1659638,0.038173038,1.384713248,0.037597913,0.023549646,287.42218,37.56162584,35.26157333,5.730705193,44.66180877,2.508453446,5.616551401,3.222251747,-55.07363944,-27.1402236,-4.58093986,200.6273771,4.524999544,1.183652901,3.703823797,463.5677613,458.5935455,-0.040687074,60.79516241,1.248835361,23.19671339,24.84270788,0.003682978,69.65,43,10,1.003434961,0.343496095,25122.67475,1499.962,1261.18278,0.840809821,0.191619641,6,0.5,0: Broadleaf,2,TRUE,1784743892,446.7017333,453.6070667,24.80426667,23.22776667,460.5688,24.83456667,437.7702667,101.0299333,0.099984347,34.89802,35.26157333,999.9,0,0,4999.708,0,30.48947333,-6.905400667,458.0636667,464.394,1.576491333,453.6070667,23.22776667,2.505974667,2.346702,21.06534667,20.00058667,1499.962,0.973003,0.026996573,0,1.989493333,0,18397.01333,12843.56,45.5,47.375,46.437,46.15806667,45.562,1459.472,40.49,0,1784743898,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,-6.404943,3.025415639,2.069235166,0,1.588331,0.12208782,0.053505252,0,0,2,0/2,3.01173,2.75941,0.10093,0.100126,0.115896,0.106878,31714.3,22831.8,33406.3,25661.7,37727.3,31015.9,48838.1,40127.5,1.75222,2.62535,0.233799,0,31.4755,999.9,55.726,35.278,31.6393,28.7047,-100,3,0.3742,0,20.2434,5.20501,11.956,4.9693,3.29402,125,9999,9999,7159.6,4.97368,1.87302,1.87084,1.87235,1.87286,1.87365,1.87329,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.869,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,42.1,42.3,0.153809,4.99756,2.64526,2.7417,2.8479,2.2644,37.4098,14.2984,2,380.759,1227.24,33.1051,32.368,30,32.2688,32.178,-1,40,10,-999.9,400,20,101.456,94.1482
97,1784744020,13123,20260723 02:13:40,02:13:40,15,,1784744012,0.001358151,1.358151225,3.804329916,448.3246753,280.5446293,28.36910164,45.3352763,0.041584724,1.383742819,0.040902722,0.025624545,287.4314267,37.62190591,35.42903333,5.783961394,45.37840206,2.564888913,5.652223957,3.219072481,-59.89446902,-31.08745488,-5.258071515,191.1914313,3.260735635,1.327313927,3.804329916,464.7226311,459.8759879,-0.089152891,60.79516241,1.358151225,23.44659307,25.31215091,-0.008492327,69.65,43,10,1.003440018,0.344001819,25085.86779,1500.010667,1261.22366,0.840809794,0.191619588,6,0.5,0: Broadleaf,2,TRUE,1784744012,448.4156667,453.6794,25.36442,23.59955333,462.2964667,25.39472,438.2530667,101.0215333,0.09999488,35.01231333,35.42903333,999.9,0,0,4995.334667,0,26.77143333,-5.26389,460.0854667,464.6454,1.764874,453.6794,23.59955333,2.562349333,2.38406,21.42804667,20.25563333,1500.010667,0.973005,0.0269945,0,2.043053333,0,18333.98,12844,45.54546667,47.437,46.5,46.1498,45.5662,1459.520667,40.49,0,1784744018,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,-4.4692908,6.065751789,3.601302444,0,1.784016,0.267296842,0.113497812,0,0,2,0/2,3.01234,2.75949,0.100996,0.0992389,0.11751,0.107033,31709.6,22852.8,33403.7,25660.1,37651.7,31008.3,48834.7,40125.1,1.7534,2.62445,0.236258,0,31.5818,999.9,56.672,35.258,32.1413,28.7947,-100,3,0.375869,0,20.2436,5.19977,11.956,4.9694,3.2941,125,9999,9999,7159.6,4.97373,1.87302,1.87083,1.87234,1.87286,1.87364,1.87326,1.87769,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.872,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,44.1,44.3,0.153809,4.99756,2.64526,2.74292,2.8479,2.28394,37.4098,14.2809,2,381.447,1226.19,33.1004,32.3815,30.0004,32.2802,32.1904,-1,40,10,-999.9,400,20,101.448,94.1423
