obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
88,1784655863,11140.1,20260722 01:44:23,01:44:23,15,,1784655855,0.001493757,1.493757363,1.457827069,469.8688262,362.4332718,36.60978394,47.46196762,0.031301537,1.383850306,0.030913459,0.019355378,287.4306667,39.74793156,38.03211333,6.668872707,31.30983588,1.997332238,6.379248507,4.671540469,-65.8746997,-60.96117249,-10.55308253,150.0417119,-7.347193201,1.572261725,1.457827069,464.6750075,469.5855758,-1.294465852,60.77731307,1.493757363,17.65474307,19.70411394,-0.012415353,69.65,39,9,1.003140468,0.314046816,24915.06125,1500.006667,1261.2203,0.840809796,0.191619593,6,0.5,0: Broadleaf,2,TRUE,1784655855,469.9039333,461.0290667,19.77339333,17.70304667,483.9026667,19.73364667,445.2154667,100.9110667,0.100034667,37.21500667,38.03211333,999.9,0,0,5001.334,0,31.69525333,8.875090667,479.3832667,469.3382,2.070359333,461.0290667,17.70304667,1.995353333,1.786432667,17.40750667,15.66837333,1500.006667,0.973004333,0.026995173,0,2.00894,0,20062.52,12843.96,47.4122,49.187,48.3246,47.75413333,47.437,1459.516667,40.49,0,1784655861,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,5.475208,50.39099188,7.073984301,0,2.029617,0.719425263,0.105475449,0,0,2,0/2,3.01902,2.75953,0.10226,0.100007,0.0959114,0.0878601,31547.5,22773.3,33290.3,25602.3,38509.1,31598.9,48674.8,40035.6,1.75405,2.56535,0.247091,0,34.0355,999.9,52.826,38.229,35.2797,28.9056,-100,3,0.536362,0,20.2442,5.20501,11.956,4.9679,3.29413,7158.8,9999,9999,119.1,4.97379,1.87304,1.87094,1.87241,1.87294,1.87363,1.8733,1.87767,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.913,0.0257,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,184.9,185,0.153809,4.99756,2.64526,2.73926,2.8479,2.25342,40.502,14.2371,2,393.529,1180.67,35.1304,34.3375,30.0004,34.2102,34.1128,-1,40,10,-999.9,400,20,101.111,93.9317
89,1784655984,11261,20260722 01:46:24,01:46:24,15,,1784655976,0.001579275,1.579275129,2.30306444,467.7308336,323.7650734,32.70351603,47.24550011,0.032909525,1.383869918,0.032480851,0.020338581,287.4282125,39.80676365,38.13033125,6.704442521,31.25356272,2.0048923,6.414924014,4.69955022,-69.64603318,-60.65238549,-10.50965234,146.6201415,28.93779131,1.353825508,2.30306444,530.9860182,509.5327455,3.438498704,60.77731307,1.579275129,18.17616529,20.06432303,0.031451379,69.65,39,9,1.003141432,0.314143198,24907.44103,1499.99375,1261.20945,0.840809803,0.191619607,6,0.5,0: Broadleaf,2,TRUE,1784655976,467.7863125,507.4086875,19.84845,18.07069375,481.7670625,19.793275,446.4215625,100.91,0.100018425,37.317375,38.13033125,999.9,0,0,5001.48375,0,30.27875,-39.62245063,477.2618125,516.750875,1.777764375,507.4086875,18.07069375,2.0029075,1.823513125,17.46704375,15.98913125,1499.99375,0.973004438,0.026995138,0,2.0230625,0,19839.71875,12843.85,47.4488125,49.312,48.375,47.937,47.519375,1459.50375,40.49,0,1784655983,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-31.21184048,-125.7757395,23.0055421,0,1.834612381,-1.076908052,0.163914051,0,0,2,0/2,3.0201,2.75945,0.109016,0.109075,0.097005,0.0887797,31304.8,22539.7,33285.1,25597.9,38458,31562.6,48668,40029.2,1.75493,2.56327,0.247858,0,34.155,999.9,53.327,38.229,35.621,28.8556,-100,3,0.543237,0,20.2442,5.20501,11.956,4.96955,3.29405,7158.8,9999,9999,119.1,4.9738,1.87303,1.87099,1.8724,1.87296,1.87363,1.87332,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.248,0.1003,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,186.9,187,0.153809,4.99756,2.64526,2.73926,2.8479,2.25342,40.5275,14.2283,2,394.422,1179.01,35.1955,34.4162,30.0004,34.2784,34.1781,-1,40,10,-999.9,400,20,101.096,93.9162
90,1784656104,11381,20260722 01:48:24,01:48:24,15,,1784656096,0.001493797,1.49379674,2.096854467,451.3067403,311.7264389,31.4864272,45.58495863,0.030893318,1.383694973,0.030515189,0.019105581,287.4209133,39.88084903,38.18639333,6.724819217,31.02655677,1.993683725,6.425733091,4.731135492,-65.87643622,-62.52038551,-10.83925434,148.1848373,3.300656405,1.512573826,2.096854467,467.7351688,462.2634303,0.493312553,60.77731307,1.49379674,17.76611631,19.72854242,-0.000405306,69.65,39,9,1.003142359,0.314235872,24900.11832,1499.955333,1261.17718,0.840809824,0.191619648,6,0.5,0: Broadleaf,2,TRUE,1784656096,451.3572667,456.6750667,19.73815333,17.75991333,465.2083333,19.7056,448.2712667,100.9065333,0.10006498,37.34829333,38.18639333,999.9,0,0,5000.791333,0,32.44414,-5.317784667,460.4456,464.9322667,1.978233333,456.6750667,17.75991333,1.991709333,1.792092667,17.37857333,15.71798,1499.955333,0.973005933,0.026993813,0,2.004806667,0,19629.02,12843.52667,47.5914,49.4664,48.4958,48.125,47.62913333,1459.465333,40.49,0,1784656103,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-1.652248286,-53.03054992,5.515594449,0,2.022692381,-0.55813013,0.062692229,0,0,2,0/2,3.02206,2.75948,0.101349,0.10207,0.0959398,0.0880596,31566.2,22712.1,33277.2,25593,38494.6,31579.8,48657.5,40021.9,1.758,2.55767,0.243314,0,34.2658,999.9,52.948,38.24,35.3894,28.9456,-100,3,0.553559,0,20.2444,5.20486,11.956,4.9693,3.29408,7158.8,9999,9999,119.2,4.97382,1.87305,1.87099,1.87241,1.87292,1.87363,1.87332,1.8777,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.87,0.0306,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,188.9,189,0.153809,4.99756,2.64526,2.73926,2.8479,2.25708,40.6042,14.2108,2,396.707,1173.1,35.279,34.5233,30.0006,34.3766,34.2777,-1,40,10,-999.9,400,20,101.074,93.8987
91,1784656224,11501,20260722 01:50:24,01:50:24,15,,1784656216,0.001483931,1.483930722,1.951384647,460.5050951,326.0031222,32.92798383,46.51337147,0.030470973,1.382414901,0.030102709,0.018846909,287.4257267,39.98684184,38.29915333,6.765966492,31.00342213,2.00299546,6.460562487,4.762971032,-65.44134486,-63.46421362,-11.0243537,147.4958145,-1.810974802,1.530008422,1.951384647,468.3186483,466.7191939,-0.198701024,60.76755731,1.483930722,17.85829989,19.80829758,-0.00198898,69.65,40,9,1.003228954,0.322895444,24855.82185,1499.980667,1261.19846,0.84080981,0.191619621,6,0.5,0: Broadleaf,2,TRUE,1784656216,460.5522,459.0859333,19.83063333,17.83908667,474.4765333,19.77918,450.3262667,100.9050667,0.100051327,37.44761333,38.29915333,999.9,0,0,4994.541333,0,30.82817333,1.466272,469.87,467.4245333,1.991542667,459.0859333,17.83908667,2.001011333,1.800053333,17.45233333,15.78724667,1499.980667,0.9730066,0.02699314,0,1.959046667,0,19410.45333,12843.75333,47.7458,49.562,48.63326667,48.312,47.812,1459.490667,40.49,0,1784656223,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,2.9422255,-39.35292586,3.968956318,0,2.0070225,-0.399669023,0.046754182,0,0,2,0/2,3.02387,2.75939,0.101918,0.101033,0.0961606,0.0884478,31532.9,22729.5,33264,25583.8,38471.8,31554.2,48640,40008.7,1.7601,2.55508,0.249989,0,34.3016,999.9,53.089,38.25,35.5007,29.1556,-100,3,0.568994,0,20.2444,5.20486,11.956,4.9679,3.29413,7158.8,9999,9999,119.2,4.97388,1.87305,1.87101,1.8724,1.87294,1.87363,1.87331,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.9,0.0476,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,190.9,191,0.153809,4.99756,2.64526,2.73926,2.8479,2.27905,40.7323,14.1846,2,398.74,1172.05,35.3586,34.6815,30.0006,34.5195,34.4119,-1,40,10,-999.9,400,20,101.036,93.8667
92,1784656344,11621,20260722 01:52:24,01:52:24,15,,1784656336,0.001473549,1.473549157,0.87138558,547.2782311,460.6449725,46.52589201,55.27599214,0.030116968,1.382709778,0.029757232,0.018630233,287.4330733,40.11257368,38.45622667,6.823648121,31.39387467,2.041646229,6.503326685,4.782001892,-64.98351782,-66.14346755,-11.50275501,144.803333,-0.674525252,1.391673021,0.87138558,559.4308041,559.0728,-0.156374735,60.76755731,1.473549157,18.51142394,20.3195897,0.018597998,69.65,40,9,1.003229111,0.32291108,24854.62217,1500.019333,1261.23094,0.84080979,0.191619579,6,0.5,0: Broadleaf,2,TRUE,1784656336,547.2992667,547.4180667,20.21399333,18.40612,561.8959333,20.08338,451.0478667,100.9016667,0.09996102,37.56892667,38.45622667,999.9,0,0,4996.166,0,28.49608667,-0.118754267,558.5908,557.6836,1.807880667,547.4180667,18.40612,2.039626,1.857208,17.75530667,16.27653333,1500.019333,0.9730066,0.02699314,0,1.99146,0,19193.56667,12844.08,47.75,49.5788,48.7164,48.312,47.8204,1459.529333,40.49,0,1784656343,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,5.840675524,-103.0291794,15.96948934,0,1.88216,-1.278067792,0.141185712,0,0,2,0/2,3.02439,2.75954,0.115811,0.111814,0.0976833,0.0899213,31034.8,22449.3,33253.7,25575.7,38399.3,31494.6,48626.7,39997.4,1.75968,2.5543,0.246037,0,34.5108,999.9,53.895,38.3,36.1434,28.9156,-100,3,0.581725,0,20.2444,5.19932,11.9562,4.9694,3.29438,7158.8,9999,9999,119.2,4.97383,1.87308,1.87101,1.87241,1.87296,1.87363,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.595,0.1539,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,192.9,193,0.153809,4.99756,2.64526,2.73926,2.8479,2.23389,40.835,14.1846,2,399.354,1173.49,35.464,34.8253,30.0005,34.6578,34.5438,-1,40,10,-999.9,400,20,101.007,93.8389
93,1784656464,11741,20260722 01:54:24,01:54:24,15,,1784656456,0.001461604,1.461604277,-0.530641914,489.1093852,479.360614,48.41274445,49.39731589,0.029362177,1.384677997,0.029020616,0.018168242,287.4335232,40.21797938,38.58379333,6.870807532,30.70252234,2.007874664,6.539771037,4.862932868,-64.4567486,-68.08348395,-11.83645064,143.05684,-10.59909311,1.592344642,-0.530641914,470.5098137,485.3746242,-2.698992337,60.76755731,1.461604277,17.68266607,19.73402485,-0.025289323,69.65,40,9,1.003222872,0.322287158,24902.58385,1500.02,1261.231662,0.840809897,0.191619794,6,0.5,0: Broadleaf,2,TRUE,1784656456,489.0966,476.123,19.88104667,17.81882667,503.2462667,19.81923333,452.5914,100.8944,0.1000143,37.67176667,38.58379333,999.9,0,0,5006.25,0,28.10724,12.97355847,499.018,484.7628,2.062222,476.123,17.81882667,2.005889333,1.797821333,17.49079333,15.76720667,1500.02,0.973003867,0.026996027,0,1.929906667,0,18930.06667,12844.08,47.8372,49.5956,48.7624,48.25,47.875,1459.522667,40.49533333,0,1784656463,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,0.51960385,219.7200436,23.88555322,0,1.9715935,1.651836541,0.201874359,0,0,2,0/2,3.02587,2.75953,0.104358,0.100449,0.0957973,0.0876849,31425.7,22730.3,33242.6,25569.4,38466.5,31561.5,48611.7,39987.8,1.76147,2.54813,0.249628,0,34.5535,999.9,52.887,38.34,35.5436,29.1856,-100,3,0.594296,0,20.2436,5.20172,11.9562,4.96765,3.2943,7158.8,9999,9999,119.3,4.97385,1.87308,1.87101,1.8724,1.87288,1.87363,1.8733,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.024,0.0285,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,194.9,195,0.153809,4.99756,2.64526,2.73926,2.8479,2.23877,40.9122,14.1758,2,401.134,1167.3,35.5543,34.9608,30.0005,34.7853,34.6706,-1,40,10,-999.9,400,20,100.975,93.816
94,1784656584,11861,20260722 01:56:24,01:56:24,15,,1784656576,0.001459905,1.459905073,1.562705151,452.6517097,336.1130543,33.94410257,45.71335705,0.029658893,1.383572678,0.029310164,0.018349843,287.4305546,40.14984001,38.4127,6.80762137,30.64937748,1.996686722,6.514607754,4.810934648,-64.38181373,-60.55957656,-10.5245194,151.9646449,5.210521826,1.439270032,1.562705151,471.3650715,465.9264788,0.639616315,60.76755731,1.459905073,17.99053682,19.82060303,0.009773045,69.65,40,9,1.003226193,0.322619272,24877.03074,1500.004,1261.218257,0.840809929,0.191619859,6,0.5,0: Broadleaf,2,TRUE,1784656576,452.6894,460.4038,19.77110667,17.91528,466.5509333,19.73183333,454.6283333,100.8901333,0.100001193,37.60081333,38.4127,999.9,0,0,5001,0,26.66239333,-7.714438,461.82,468.8027333,1.855823333,460.4038,17.91528,1.99471,1.807476667,17.40238667,15.8515,1500.004,0.973003667,0.026996527,0,1.93286,0,18680.44667,12843.93333,48,49.6746,48.875,48.375,48,1459.510667,40.49666667,0,1784656583,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-6.29423895,-27.80975454,3.101201413,0,1.88445,-0.651256241,0.071805138,0,0,2,0/2,3.02757,2.75955,0.101744,0.102951,0.0960835,0.0884658,31508.9,22661.4,33234.2,25563.6,38444.8,31527,48600.1,39979.3,1.7635,2.54697,0.253204,0,34.34,999.9,53.04,38.35,35.6695,29.2756,-100,3,0.605231,0,20.2439,5.20426,11.9563,4.969,3.29445,7158.8,9999,9999,119.3,4.97381,1.87304,1.87101,1.87239,1.87291,1.87363,1.8733,1.87769,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.897,0.0501,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,196.9,197,0.153809,4.99756,2.64526,2.73926,2.8479,2.28271,40.9896,14.1583,2,403.055,1168.12,35.6018,35.0864,30.0006,34.914,34.7977,-1,40,10,-999.9,400,20,100.95,93.7956
95,1784656704,11981,20260722 01:58:24,01:58:24,15,,1784656696,0.001451891,1.451890633,1.304410471,439.4077131,336.0021287,33.93239109,44.37517831,0.029182419,1.385091746,0.028845101,0.01805817,287.4272944,40.29135791,38.56042,6.86214568,30.4984366,2.002065717,6.564486381,4.860079963,-64.0283769,-61.17167803,-10.6340005,151.593239,-3.532941514,1.499225283,1.304410471,439.8398863,442.2839636,-0.804903026,60.75564547,1.451890633,17.92541897,19.80644242,-0.000676645,69.65,40,9,1.00322204,0.322203984,24908.99156,1499.989333,1261.205701,0.840809779,0.191619559,6,0.5,0: Broadleaf,2,TRUE,1784656696,439.4391333,435.6634,19.82466667,17.89288,453.1942667,19.77441333,454.9224667,100.8886,0.100019413,37.74122667,38.56042,999.9,0,0,5008.582667,0,26.54484,3.775817533,448.3271333,443.6006667,1.931780667,435.6634,17.89288,2.00008,1.805184667,17.44496,15.83170667,1499.989333,0.973005133,0.026994987,0,1.97816,0,18440.09333,12843.81333,48.05373333,49.687,48.937,48.437,48.062,1459.5,40.48866667,0,1784656703,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,4.46532915,-21.77609662,3.304906983,0,1.9559715,-0.615447068,0.065304854,0,0,2,0/2,3.02797,2.75945,0.0978641,0.0979583,0.0960348,0.0888229,31639.3,22784.2,33228.7,25560.3,38440.8,31509.3,48593.2,39974.8,1.76353,2.54223,0.255886,0,34.4435,999.9,53.089,38.381,35.7619,28.9756,-100,3,0.612589,0,20.2437,5.20441,11.956,4.9692,3.29425,7158.8,9999,9999,119.3,4.97381,1.87308,1.87097,1.8724,1.87291,1.87363,1.87332,1.87765,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.707,0.0485,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,198.9,199,0.153809,4.99756,2.64526,2.73926,2.8479,2.24243,41.0412,14.1408,2,403.696,1163.47,35.6709,35.182,30.0003,35.0155,34.9015,-1,40,10,-999.9,400,20,100.935,93.7845
96,1784656824,12101,20260722 02:00:24,02:00:24,15,,1784656816,0.001440607,1.440606808,5.385469029,501.8362813,172.625524,17.43348724,50.68054945,0.028817769,1.382704547,0.028488216,0.01783443,287.4306744,40.39809394,38.68580667,6.908723462,30.72649245,2.027750704,6.599356263,4.880972758,-63.53076025,-63.1365945,-11.00635301,149.7569667,11.89795995,1.410362917,5.385469029,536.3426197,521.4389939,1.470847067,60.75564547,1.440606808,18.2455144,20.10859879,-0.000136672,69.65,40,9,1.003231888,0.323188803,24833.33279,1500.007333,1261.220801,0.840809756,0.191619513,6,0.5,0: Broadleaf,2,TRUE,1784656816,501.9664,518.5458667,20.07868667,18.26145333,516.2163333,19.97616,454.8126667,100.8902,0.100006053,37.83884,38.68580667,999.9,0,0,4996.708,0,25.27319333,-16.57948667,512.2520667,528.192,1.817236667,518.5458667,18.26145333,2.025741333,1.842399333,17.64696,16.15113333,1500.007333,0.973005533,0.026994647,0,1.883633333,0,18178.07333,12843.97333,48.062,49.75,48.958,48.50413333,48.1124,1459.518667,40.488,0,1784656823,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-17.5808845,60.76313549,19.17784302,0,1.793243,0.555222857,0.102312305,0,0,2,0/2,3.02819,2.7596,0.110595,0.104675,0.0969647,0.089691,31188.3,22611.9,33224.2,25557.5,38399.3,31476.7,48587.2,39970.8,1.76343,2.54255,0.257064,0,34.5626,999.9,53.467,38.411,36.0736,29.0656,-100,3,0.617439,0,20.244,5.20097,11.9562,4.9693,3.29433,7158.8,9999,9999,119.4,4.97383,1.87308,1.87097,1.87239,1.87292,1.87363,1.8733,1.87769,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.339,0.1127,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,200.9,201,0.153809,4.99756,2.64526,2.74048,2.8479,2.26562,41.0928,14.1233,2,404.096,1165.34,35.7427,35.2441,30.0002,35.0892,34.9762,-1,40,10,-999.9,400,20,100.922,93.7747
97,1784656944,12221,20260722 02:02:24,02:02:24,15,,1784656936,0.001352119,1.352119249,6.208733794,494.8624559,95.60275841,9.655093721,49.97704533,0.026723753,1.384019555,0.026440366,0.01655044,287.4274011,40.49418639,38.75257333,6.933637188,30.17885535,1.997434479,6.61865553,4.936202709,-59.62845887,-64.16166402,-11.18091826,152.4563599,38.51553299,1.202846999,6.208733794,606.8174595,553.003703,8.737368246,60.75564547,1.352119249,18.44642929,19.99616727,0.032880814,69.65,40,9,1.00322759,0.322758974,24866.29764,1499.992,1261.207741,0.840809645,0.191619289,6,0.5,0: Broadleaf,2,TRUE,1784656936,495.0122667,546.3822667,19.77818667,18.22974,509.2069333,19.73738667,455.3674667,100.8918,0.099990213,37.89267333,38.75257333,999.9,0,0,5003.125333,0,23.37244,-51.36994667,505.0030667,556.5344,1.54846,546.3822667,18.22974,1.995458667,1.839231333,17.4081,16.12354667,1499.992,0.973009333,0.026990967,0,2.06832,0,17907.44667,12843.84667,48.1082,49.75826667,49,48.55786667,48.125,1459.509333,40.482,0,1784656943,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-42.3072695,-197.4990853,25.70699829,0,1.639592,-1.684746767,0.18527153,0,0,2,0/2,3.02849,2.75956,0.115414,0.115647,0.0966722,0.0900014,31017,22333.3,33222,25555.9,38410.6,31465.9,48584.1,39968.8,1.76367,2.54055,0.257757,0,34.6115,999.9,53.351,38.421,36.0154,28.5556,-100,3,0.620501,0,20.244,5.20501,11.956,4.9695,3.29433,7158.8,9999,9999,119.4,4.9738,1.87302,1.87098,1.87238,1.87288,1.87363,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.582,0.0934,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,202.9,203,0.153809,4.99756,2.64526,2.74048,2.8479,2.25708,41.0928,14.1233,2,404.553,1163.59,35.8022,35.2846,30,35.1406,35.0305,-1,40,10,-999.9,400,20,100.915,93.7696
98,1784657064,12341,20260722 02:04:24,02:04:24,15,,1784657056,0.001349506,1.349506481,2.081045661,506.9508764,346.6096662,35.00549419,51.19899324,0.026757106,1.383392191,0.026472888,0.016570839,287.4263933,40.5401669,38.80462,6.953112215,30.65552001,2.033811644,6.63440595,4.919300571,-59.51323582,-64.74514229,-11.29292851,151.8750867,13.19021589,1.340727089,2.081045661,553.6746232,533.4187455,3.358295515,60.75564547,1.349506481,18.58193094,20.22861515,0.015775561,69.65,40,9,1.003230378,0.323037823,24844.90188,1499.987333,1261.20376,0.840809607,0.191619214,6,0.5,0: Broadleaf,2,TRUE,1784657056,507.0011333,525.2055333,20.13794667,18.41406,521.29,20.02314667,455.7412667,100.894,0.099992953,37.93650667,38.80462,999.9,0,0,4999.916667,0,26.71897333,-18.20450007,517.4211333,535.0604667,1.723890667,525.2055333,18.41406,2.0318,1.857868667,17.69432667,16.28198,1499.987333,0.973010667,0.026989733,0,2.052333333,0,17656.32667,12843.82,48.062,49.75,49,48.4916,48.125,1459.507333,40.48,0,1784657063,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-18.51242855,-56.61205583,17.28054128,0,1.7198855,-0.386759549,0.096446495,0,0,2,0/2,3.0288,2.7594,0.112084,0.115322,0.0973311,0.090873,31133.2,22341,33221.4,25555.3,38381.3,31435.2,48583.6,39968.3,1.76395,2.53822,0.256516,0,34.6826,999.9,53.748,38.431,36.3034,29.3056,-100,3,0.620821,0,20.2442,5.20516,11.956,4.9694,3.29458,7158.8,9999,9999,119.4,4.97386,1.87304,1.87099,1.87239,1.87295,1.87363,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.414,0.1387,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,204.9,205,0.153809,4.99756,2.64526,2.73926,2.8479,2.26074,41.0928,14.097,2,404.811,1160.73,35.8373,35.2926,30,35.1576,35.0497,-1,40,10,-999.9,400,20,100.914,93.7681
